item_id,dirty_name,standard_name,category,unit_price,source_system
ITM1126,deep tissue mass.,Deep Tissue Massage 60min,Spa,46.84,POS_Restaurant
ITM1127,cafe latte,Latte,Beverage,89.63,PMS
ITM1128,pollo alla griglia,Grilled Chicken Breast,Food,75.44,POS_Restaurant
ITM1129,DRY CLEANING,Dry Cleaning (per item),Service,130.92,POS_Restaurant
ITM1130,WATER 500 ,Still Water 500ml,Beverage,78.06,POS_Restaurant
ITM1131,Schoko Kuchen,Chocolate Cake,Food,58.14,POS_Spa
ITM1132,fizzy water 500,Sparkling Water 500ml,Beverage,125.49,PMS
ITM1133,cesar salad,Caesar Salad,Food,75.26,POS_Spa
ITM1134,Beef Burger,Beef Burger,Food,44.51,PMS
ITM1135, Expresso,Espresso,Beverage,135.66,POS_Restaurant
ITM1136,coca cola,Coca-Cola 330ml,Beverage,123.62,POS_Spa
ITM1137,AIRPORT TRANSFER,Airport Transfer One Way,Service,48.77,POS_Bar
ITM1138,draught  beer,Local Beer Draft 500ml,Beverage,122.11,PMS
ITM1139,LATTE ,Latte,Beverage,131.77,POS_Restaurant
ITM1140,espresso,Espresso,Beverage,78.66,POS_Restaurant
ITM1141,Cafe  Latte,Latte,Beverage,3.48,POS_Spa
ITM1142,Dry Clean,Dry Cleaning (per item),Service,71.23,POS_Bar
ITM1143,MARGHERITA PIZZA,Margherita Pizza,Food,131.45,PMS
ITM1144,Facial Treatment,Facial Treatment,Spa,118.71,POS_Bar
ITM1145,DT massage 60min,Deep Tissue Massage 60min,Spa,64.73,POS_Restaurant
ITM1146,Parking 1 day,Underground Parking (per day),Service,107.5,Manual
ITM1147,DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,110.43,POS_Bar
ITM1148,Orange J.,Fresh Orange Juice,Beverage,126.61,POS_Spa
ITM1149,burger,Beef Burger,Food,42.92,Manual
ITM1150,glass of white wine,House White Wine (Glass),Beverage,27.31,Manual
ITM1151,WATER 500,Still Water 500ml,Beverage,51.99,POS_Restaurant
ITM1152,laundry svc,Laundry Service (per item),Service,38.94,POS_Spa
ITM1153,DT massage 60min,Deep Tissue Massage 60min,Spa,13.89,POS_Spa
ITM1154,coca cola,Coca-Cola 330ml,Beverage,25.78,POS_Restaurant
ITM1155,RED WINE,House Red Wine (Glass),Beverage,136.64,PMS
ITM1156,Srpite,Sprite 330ml,Beverage,81.44,POS_Bar
ITM1157,Srpite,Sprite 330ml,Beverage,90.58,POS_Restaurant
ITM1158,glass of red wine,House Red Wine (Glass),Beverage,23.02,POS_Restaurant
ITM1159,red wine,House Red Wine (Glass),Beverage,7.25,Manual
ITM1160,massage swedish 60,Swedish Massage 60min,Spa,129.03,POS_Spa
ITM1161,Transfer Airport,Airport Transfer One Way,Service,35.03,POS_Spa
ITM1162,laundry,Laundry Service (per item),Service,76.01,POS_Restaurant
ITM1163,bolognese pasta,Spaghetti Bolognese,Food,107.19,POS_Restaurant
ITM1164,Dry Clean,Dry Cleaning (per item),Service,136.74,PMS
ITM1165,Pizza Margherita,Margherita Pizza,Food,44.93,POS_Restaurant
ITM1166,Transfer Airport,Airport Transfer One Way,Service,27.14,POS_Restaurant
ITM1167,Coca Cola 33cl,Coca-Cola 330ml,Beverage,111.95,PMS
ITM1168, glass of white wine,House White Wine (Glass),Beverage,78.08,POS_Restaurant
ITM1169,OJ,Fresh Orange Juice,Beverage,51.14,Manual
ITM1170,cap.,Cappuccino,Beverage,76.77,POS_Restaurant
ITM1171,ESPRESSO,Espresso,Beverage,112.33,POS_Restaurant
ITM1172,Sprit 330ml,Sprite 330ml,Beverage,19.3,POS_Spa
ITM1173,Spag. Bolognese,Spaghetti Bolognese,Food,38.83,POS_Spa
ITM1174,capuccino,Cappuccino,Beverage,121.23,POS_Spa
ITM1175,airprt transfer 1way,Airport Transfer One Way,Service,129.91,PMS
ITM1176,Swedish 60min,Swedish Massage 60min,Spa,141.21,POS_Spa
ITM1177,hse  red  wine,House Red Wine (Glass),Beverage,63.49,POS_Bar
ITM1178,chemical cleaning,Dry Cleaning (per item),Service,58.08,POS_Restaurant
ITM1179,Spag. Bolognese,Spaghetti Bolognese,Food,98.54,POS_Restaurant
ITM1180,CAESAR SALAD,Caesar Salad,Food,111.17,POS_Spa
ITM1181,glass of white wine,House White Wine (Glass),Beverage,16.6,PMS
ITM1182,skin facial,Facial Treatment,Spa,91.53,POS_Spa
ITM1183, dry cln,Dry Cleaning (per item),Service,73.99,POS_Bar
ITM1184,CHOC CAKE,Chocolate Cake,Food,49.47,POS_Bar
ITM1185,swedish mass. 60,Swedish Massage 60min,Spa,27.98,PMS
ITM1186,SPAGHETTI BOL,Spaghetti Bolognese,Food,12.59,Manual
ITM1187,water 500ml,Still Water 500ml,Beverage,127.82,POS_Bar
ITM1188,water 500ml,Still Water 500ml,Beverage,12.5,POS_Restaurant
ITM1189,french fries,French Fries,Food,140.25,POS_Restaurant
ITM1190,CHOC CAKE,Chocolate Cake,Food,28.19,POS_Restaurant
ITM1191,clb sandwich,Club Sandwich,Food,38.69,POS_Restaurant
ITM1192,Srpite,Sprite 330ml,Beverage,127.21,POS_Restaurant
ITM1193,swedish mass. 60,Swedish Massage 60min,Spa,102.99,POS_Spa
ITM1194,cafe latte,Latte,Beverage,83.15,POS_Spa
ITM1195,WATER 500,Still Water 500ml,Beverage,133.85,POS_Spa
ITM1196,fries,French Fries,Food,15.49,POS_Bar
ITM1197,SPRITE 330,Sprite 330ml,Beverage,64.22,POS_Bar
ITM1198,dry cleaning 1pc,Dry Cleaning (per item),Service,29.63,POS_Spa
ITM1199,sprite 33cl,Sprite 330ml,Beverage,36.97,POS_Bar
ITM1200,Schoko Kuchen,Chocolate Cake,Food,69.97,POS_Restaurant
