invoice_id,date,description,amount,currency,room_number,category_true
INV04571,2025-04-28,"Laundry: 5x shirts, 3x pants",48.85,EUR,464,Laundry & Housekeeping
INV04572,2025-07-25,Turndown service + extra towels,42.83,USD,192,Laundry & Housekeeping
INV04573,2025-12-22,Cheese platter + glass o fwine,21.22,USD,425,Food & Beverage - Restaurant
INV04574,2025-01-22,Business center: printing 7 pages + scanning,682.45,USD,214,Events & Meetings
INV04575,2024-05-25,Facial treatment - anti aging premium,315.02,EUR,203,Spa & Wellness
INV04576,2024-05-21,Taxi arrangement to city center,46.12,EUR,441,Transportation
INV04577,2025-01-25,Kids meal: chicken nuggets + juice,95.36,EUR,482,Food & Beverage - Restaurant
INV04578,2024-12-02,Event space: cocktail reception 5 guests,1597.36,EUR,420,Events & Meetings
INV04579,2025-08-03,Hot stone massage - 30 min session,75.62,EUR,445,Spa & Wellness
INV04580,2025-04-22,Mini bar: 7 soft drinks + snacks,35.1,EUR,373,Food & Beverage - Minibar
INV04581,2024-10-15,AV equipment rental full day,688.45,EUR,334,Events & Meetings
INV04582,2024-07-28,Couples spa package: massage + facial,289.94,EUR,224,Spa & Wellness
INV04583,2025-03-03,Room service: pizza + water - Room 182,64.3,USD,253,Food & Beverage - Room Service
INV04584,2025-12-18,Body scrub + wrap treatment,330.66,EUR,224,Spa & Wellness
INV04585,2025-06-24,Caesar salad + psarkling water,93.41,USD,291,Food & Beverage - Restaurant
INV04586,2025-05-22,Room service order #354: burger + fries + coke,47.51,EUR,343,Food & Beverage - Room Service
INV04587,2025-04-17,Airport transfer-  one way,187.09,EUR,345,Transportation
INV04588,2025-07-20,Late checkout fee - Room 328,101.42,EUR,433,Room Charges
INV04589,2025-06-18,Room 402: breakfast in bed - full english,34.9,GBP,335,Food & Beverage - Room Service
INV04590,2025-02-17,Fish and chips + coleslaw,83.85,EUR,342,Food & Beverage - Restaurant
INV04591,2025-03-02,2x espresso +1  croissant,27.0,EUR,291,Food & Beverage - Restaurant
INV04592,2025-06-26,Manicure + pedicure cmobo,60.63,EUR,344,Spa & Wellness
INV04593,2025-04-04,Taxi arrangement to city center,10.81,EUR,216,Transportation
INV04594,2025-12-26,Bicycle rental 2 hours,20.36,EUR,123,Transportation
INV04595,2024-11-16,Fish and chips + coleslaw,14.37,EUR,283,Food & Beverage - Restaurant
INV04596,2025-11-04,2x espresso + 1 croissant,26.82,USD,474,Food & Beverage - Restaurant
INV04597,2024-07-12,RS: 2x club sandwich delivered to 111,93.7,EUR,458,Food & Beverage - Room Service
INV04598,2025-10-19,Night RS 229: cheese toastie + tea,69.85,EUR,467,Food & Beverage - Room Service
INV04599,2024-12-24,Room 516: breakfast in bed - full english,46.18,EUR,480,Food & Beverage - Room Service
INV04600,2024-01-31,RS: 2x club sandwich delivered to 303,79.46,EUR,377,Food & Beverage - Room Service
INV04601,2024-04-11,"MB: 4X JUICE, CHOCOLATE BAR",47.46,GBP,457,Food & Beverage - Minibar
INV04602,2025-11-19,Caesar salad + sparkling water,27.46,USD,297,Food & Beverage - Restaurant
INV04603,2025-11-06,Aromatherapy session 120min,118.17,EUR,393,Spa & Wellness
INV04604,2025-05-28,Wedding pacakge deposit,691.86,EUR,233,Events & Meetings
INV04605,2024-03-27,"minibar: 6x beer, 1x wine, chips",16.02,EUR,437,Food & Beverage - Minibar
INV04606,2024-02-26,Lunch set menu: soup + main + dessert,100.12,USD,472,Food & Beverage - Restaurant
INV04607,2024-04-17,Club sandwich + french fries + beer,52.43,USD,377,Food & Beverage - Restaurant
INV04608,2024-11-08,Pasta carbonara + garlic bread,54.06,EUR,144,Food & Beverage - Restaurant
INV04609,2024-04-04,Mini bar: 6 soft drinks + snacks,33.24,EUR,250,Food & Beverage - Minibar
INV04610,2025-12-29,Taxi arrangement to city center,97.46,USD,109,Transportation
INV04611,2025-05-28,MINIBAR CONSUMPTION ROOM 124,18.24,EUR,242,Food & Beverage - Minibar
INV04612,2024-07-09,Room service order #157: burger + fries + coke,55.93,EUR,210,Food & Beverage - Room Service
INV04613,2025-01-06,Night RS 345: cheese toastie + tea,35.66,EUR,368,Food & Beverage - Room Service
INV04614,2025-12-15,"MB: 3x juice, chocolate bar",26.77,USD,224,Food & Beverage - Minibar
INV04615,2025-03-20,Room 118 - late night snack + minibar,62.26,EUR,110,Food & Beverage - Room Service
INV04616,2025-08-21,Deep tissue massage 60 minutes,198.6,USD,154,Spa & Wellness
INV04617,2025-05-05,Wedding package deposit,538.76,EUR,357,Events & Meetings
INV04618,2025-06-12,Housekeeping extra cleaning request,68.9,USD,401,Laundry & Housekeeping
INV04619,2025-09-09,Valet parking - 2 nights,40.79,EUR,488,Transportation
INV04620,2024-08-15,AV equipment rental full day,1158.95,USD,355,Events & Meetings
INV04621,2024-11-30,Late checkout fee - Rm 265,88.21,GBP,306,Room Charges
INV04622,2025-08-17,Spa treatment - Swedish massage 30min,116.22,EUR,450,Spa & Wellness
INV04623,2025-03-13,Room 344: breakfast in bed - full english,33.46,EUR,501,Food & Beverage - Room Service
INV04624,2024-04-19,Crib rental - 3 nights,109.43,EUR,498,Room Charges
INV04625,2024-12-06,Cheese platter + glass of wine,60.03,EUR,172,Food & Beverage - Restaurant
INV04626,2024-01-10,Aromatherapy session 120min,56.07,USD,433,Spa & Wellness
INV04627,2025-09-07,RS: 2x club sandwich delivered to 420,45.6,EUR,110,Food & Beverage - Room Service
INV04628,2025-01-12,Room service order #255: burger + fries + coke,56.74,EUR,287,Food & Beverage - Room Service
INV04629,2025-03-27,RS #135: continental breakfast,84.41,EUR,384,Food & Beverage - Room Service
INV04630,2025-08-04,Minibar 226: whisky miniature + mixer,21.42,EUR,475,Food & Beverage - Minibar
INV04631,2025-08-28,"MB:2 x juice, chocolate bar",53.72,EUR,318,Food & Beverage - Minibar
INV04632,2025-06-04,Fish and chips + coleslaw,74.6,USD,185,Food & Beverage - Restaurant
INV04633,2025-02-13,Wedding package deposit,1305.43,GBP,481,Events & Meetings
INV04634,2025-10-12,Mini bar: 1 soft drinks + snacks,32.9,EUR,378,Food & Beverage - Minibar
INV04635,2024-01-19,Valet parking - 6 nights,126.46,EUR,369,Transportation
INV04636,2024-07-02,Thai green curry with jasmine rice,114.44,EUR,321,Food & Beverage - Restaurant
INV04637,2024-11-11,"Laundry: 2x shirts, 1x pants",78.45,USD,403,Laundry & Housekeeping
INV04638,2025-12-13,Minibar consumption Room 130,26.08,EUR,101,Food & Beverage - Minibar
INV04639,2025-03-21,SPA TREATMENT - SWEDISH MASSAGE 120MIN,311.02,EUR,315,Spa & Wellness
INV04640,2024-03-20,Deep tissue massage 60 minutes,229.51,EUR,202,Spa & Wellness
INV04641,2024-03-29,Flipchart + markers + whiteboard,1208.04,USD,472,Events & Meetings
INV04642,2025-07-19,Room service: pasta + coffee - Room 430,90.0,EUR,133,Food & Beverage - Room Service
INV04643,2025-12-19,Express laundry same day - 6 items,27.82,EUR,318,Laundry & Housekeeping
INV04644,2025-08-09,Express laundry same day - 1 items,51.83,EUR,326,Laundry & Housekeeping
INV04645,2025-09-07,Sushi platter 12 pcs,22.84,EUR,103,Food & Beverage - Restaurant
INV04646,2024-08-21,Spa day pass - pool + sauna + hammam,217.65,EUR,348,Spa & Wellness
INV04647,2025-07-05,Dinner: grilled salmon with vegetables,82.55,EUR,164,Food & Beverage - Restaurant
INV04648,2025-06-13,Meeting room: half day + coffee break,1563.3,EUR,101,Events & Meetings
INV04649,2025-10-01,Minibar restock + consumption Rm438,33.22,USD,104,Food & Beverage - Minibar
INV04650,2025-03-01,Facial treatment - anti aging premium,173.19,EUR,188,Spa & Wellness
INV04651,2024-01-12,Night RS 425: cheese toastie + tea,91.72,EUR,308,Food & Beverage - Room Service
INV04652,2025-09-23,Room 185: breakfast in bed - full english,68.59,EUR,391,Food & Beverage - Room Service
INV04653,2024-06-20,MINIBAR RESTOCK + CONSUMPTION RM496,46.82,EUR,483,Food & Beverage - Minibar
INV04654,2024-04-29,room service: omelette + juice - room 217,26.64,EUR,124,Food & Beverage - Room Service
INV04655,2025-08-24,Turndown service + extra towels,37.6,EUR,443,Laundry & Housekeeping
INV04656,2024-01-21,Pasta carbonara + garlic bread,70.91,USD,142,Food & Beverage - Restaurant
INV04657,2025-08-16,Limo svc to airport,180.83,EUR,402,Transportation
INV04658,2024-08-20,Dinner: grilled salmon with vegetables,76.33,EUR,321,Food & Beverage - Restaurant
INV04659,2025-05-30,RS: 2x club sandwich delivered to 366,92.54,GBP,451,Food & Beverage - Room Service
INV04660,2025-09-01,Manicure + pedicure combo,102.56,EUR,236,Spa & Wellness
INV04661,2025-02-15,Ironing service - 7 pieces,46.3,EUR,275,Laundry & Housekeeping
INV04662,2025-08-04,Pizza Margherita + coffee,72.89,EUR,379,Food & Beverage - Restaurant
INV04663,2025-03-25,Meeting room: half day + coffee break,279.52,EUR,295,Events & Meetings
INV04664,2024-12-10,Night RS 191: cheese toastie + tea,33.65,EUR,117,Food & Beverage - Room Service
INV04665,2025-03-14,Early check-in sucrharge,146.91,EUR,345,Room Charges
INV04666,2024-01-31,RS: 2x club sandwich delivered to 196,62.23,EUR,333,Food & Beverage - Room Service
INV04667,2025-02-03,Breakfast buffet - 1 guests,30.91,USD,473,Food & Beverage - Restaurant
INV04668,2024-12-11,Caesar salad + sparkling water,104.45,EUR,166,Food & Beverage - Restaurant
INV04669,2025-12-19,CAESAR SALAD + SPARKLING WATER,88.94,USD,498,Food & Beverage - Restaurant
INV04670,2025-07-14,Hot stone massage - 30 min session,217.64,USD,115,Spa & Wellness
INV04671,2025-04-18,TAXI ARRANGEMENT TO CITY CENTER,189.47,USD,471,Transportation
INV04672,2024-08-07,Limo service to airport,192.12,EUR,267,Transportation
INV04673,2024-03-28,Spa day pass - pool + sauna + hammam,220.86,EUR,303,Spa & Wellness
INV04674,2025-01-18,Dinner: grilled salmon with vegetables,92.98,EUR,141,Food & Beverage - Restaurant
INV04675,2024-01-08,"MB 288: 2 water, 1 coke, peanuts",16.92,USD,348,Food & Beverage - Minibar
INV04676,2024-06-19,Night RS 396: cheese toastie + tea,29.5,GBP,435,Food & Beverage - Room Service
INV04677,2025-08-27,"MB: 6x juice, chocolate bar",31.3,EUR,482,Food & Beverage - Minibar
INV04678,2025-03-23,Mini bar: 5 soft drinks + snacks,31.87,EUR,241,Food & Beverage - Minibar
INV04679,2024-12-29,Bicycle rental 7 hours,180.22,EUR,164,Transportation
INV04680,2024-08-08,Room upgrade: Standard to Deluxe,175.04,EUR,434,Room Charges
INV04681,2024-04-26,Yoga class - private session 45min,319.28,EUR,227,Spa & Wellness
INV04682,2025-12-23,Taxi arrangement to city center,35.67,EUR,330,Transportation
INV04683,2024-08-01,Wedding package deposit,634.58,GBP,333,Events & Meetings
INV04684,2025-09-12,Club sandwich + french fries + tea,51.42,USD,403,Food & Beverage - Restaurant
INV04685,2024-03-03,Spa day pass - pool + sauna + hammam,321.35,EUR,198,Spa & Wellness
INV04686,2025-12-10,Thai green curry with jasmine rice,49.73,EUR,388,Food & Beverage - Restaurant
INV04687,2025-11-28,Minibar 274: whisky minitaure + mixer,38.17,USD,199,Food & Beverage - Minibar
INV04688,2024-07-24,Meeting room: half day + coffee break,294.57,USD,357,Events & Meetings
INV04689,2024-05-25,Airport shuttle round trip,13.64,USD,410,Transportation
INV04690,2024-02-05,Lunch set menu: soup + main + dessert,113.35,EUR,512,Food & Beverage - Restaurant
INV04691,2025-02-14,Rollaway bed - 7 nights,153.71,EUR,258,Room Charges
INV04692,2024-07-09,Ironing service - 7 pieces,12.64,EUR,517,Laundry & Housekeeping
INV04693,2024-07-29,"MB 298: 2 water, 1 coke, peanuts",11.39,EUR,421,Food & Beverage - Minibar
INV04694,2024-06-03,Valet parking - 2 nights,246.36,EUR,360,Transportation
INV04695,2025-03-21,Limo service to airport,75.26,USD,333,Transportation
INV04696,2024-11-14,Facial treatment - anti aging premium,150.29,GBP,287,Spa & Wellness
INV04697,2024-06-06,Airport transfer - one way,212.29,USD,514,Transportation
INV04698,2025-06-20,Burger deluxe + onion rings + wine,48.54,EUR,429,Food & Beverage - Restaurant
INV04699,2024-11-22,Express laundry same day - 5 items,75.12,EUR,225,Laundry & Housekeeping
INV04700,2024-12-16,Pasta carbonara + garlic bread,113.86,USD,367,Food & Beverage - Restaurant
INV04701,2025-01-21,Dry cleaning: 3 suits,50.74,USD,267,Laundry & Housekeeping
INV04702,2025-11-08,Dinner: grilled salmon with vegetables,12.06,EUR,452,Food & Beverage - Restaurant
INV04703,2025-02-26,Turndown service + extra towels,52.55,GBP,222,Laundry & Housekeeping
INV04704,2025-09-18,RS #375: continental brkfst,47.51,GBP,341,Food & Beverage - Room Service
INV04705,2024-12-28,Wedding package deposit,1044.66,USD,251,Events & Meetings
INV04706,2025-08-04,Express laundry same day - 3 items,15.45,EUR,343,Laundry & Housekeeping
INV04707,2024-09-09,Ironing service - 7 pieces,57.42,EUR,230,Laundry & Housekeeping
INV04708,2025-05-25,Laundry service - 4 items express,71.59,EUR,115,Laundry & Housekeeping
INV04709,2025-12-24,caesar salad + sparkling water,71.24,EUR,101,Food & Beverage - Restaurant
INV04710,2024-07-16,Dinner: grilled salmon with vegetables,18.32,EUR,234,Food & Beverage - Restaurant
INV04711,2025-12-15,RS #218: continental breakfast,35.5,USD,478,Food & Beverage - Room Service
INV04712,2025-02-13,Pizza Margherita + coffee,117.16,EUR,233,Food & Beverage - Restaurant
INV04713,2025-07-28,Thai green curry with jasmine rice,32.44,USD,308,Food & Beverage - Restaurant
INV04714,2025-05-18,Rollaway bed - 5 nights,59.71,GBP,416,Room Charges
INV04715,2025-04-13,Pasta carbonara + garlic bread,119.48,USD,498,Food & Beverage - Restaurant
INV04716,2024-08-04,Lunch set menu: soup + main + dessert,54.26,EUR,436,Food & Beverage - Restaurant
INV04717,2025-10-16,Ironing service - 6 pieces,45.31,EUR,252,Laundry & Housekeeping
INV04718,2025-11-07,RS: 2x club sandwich delivered to 415,30.49,EUR,213,Food & Beverage - Room Service
INV04719,2025-11-08,Valet parking - 6 nights,27.1,USD,462,Transportation
INV04720,2024-11-15,WEDDING PACKAGE DEPOSIT,1901.59,EUR,210,Events & Meetings
INV04721,2024-04-04,Room 431 - late night snack + minibar,52.69,EUR,480,Food & Beverage - Room Service
INV04722,2025-04-08,Hot stnoe massage - 90 min session,158.13,USD,174,Spa & Wellness
INV04723,2025-04-19,wedding package deposit,1880.35,USD,113,Events & Meetings
INV04724,2024-09-17,RS: 2x club sandwich delivered to 345,33.14,GBP,458,Food & Beverage - Room Service
INV04725,2024-11-10,Room sevrice: omelette + sprite - Room 507,48.11,EUR,271,Food & Beverage - Room Service
INV04726,2025-03-14,Deep tissue massage 30 min,152.22,EUR,287,Spa & Wellness
INV04727,2025-10-18,Late checkout fee - Room 120,65.45,USD,451,Room Charges
INV04728,2025-03-30,Dinner: grilled salmon with vegetables,102.51,EUR,343,Food & Beverage - Restaurant
INV04729,2024-12-18,RS #199: continental breakfast,38.76,GBP,511,Food & Beverage - Room Service
INV04730,2024-01-25,Body scrub + wrap treatment,345.16,USD,293,Spa & Wellness
INV04731,2025-08-20,"Minibar: 1x beer, 4x wine, chips",21.59,EUR,282,Food & Beverage - Minibar
INV04732,2025-11-01,2x espresso + 1 croissant,37.48,EUR,166,Food & Beverage - Restaurant
INV04733,2025-06-16,Wedding package deposit,183.95,USD,257,Events & Meetings
INV04734,2025-05-14,Parking 2 days - underground,167.26,EUR,409,Transportation
INV04735,2024-02-15,Minibar restock + consumption Rm414,13.26,USD,464,Food & Beverage - Minibar
INV04736,2025-07-27,aromatherapy session 45min,228.12,EUR,386,Spa & Wellness
INV04737,2024-01-07,Room upgrade: Standard to Deluxe,153.39,GBP,452,Room Charges
INV04738,2025-02-26,Room service order #435: burger + fries + coke,40.18,EUR,220,Food & Beverage - Room Service
INV04739,2024-07-25,Projector + screen rental,1719.25,EUR,442,Events & Meetings
INV04740,2025-09-19,Pasta carbonara + garlic bread,90.71,EUR,132,Food & Beverage - Restaurant
INV04741,2024-12-27,ROLLAWAY BED - 1 NIGHTS,68.23,EUR,134,Room Charges
INV04742,2025-11-21,CLUB SANDWICH + FRENCH FRIES + JUICE,57.4,EUR,207,Food & Beverage - Restaurant
INV04743,2024-02-11,Meeting room: half day + coffee break,803.3,GBP,246,Events & Meetings
INV04744,2024-01-29,Cheese platter + glass of wine,109.88,USD,372,Food & Beverage - Restaurant
INV04745,2025-02-21,"Minibar: 2x beer, 3x wine, chips",61.67,EUR,409,Food & Beverage - Minibar
INV04746,2025-06-11,Car rental arrangement - 3 days,14.52,EUR,167,Transportation
INV04747,2025-04-18,Rollaway bed - 7 nights,91.61,EUR,502,Room Charges
INV04748,2025-12-19,Taix arrangement to city center,210.06,EUR,491,Transportation
INV04749,2025-04-01,"Minibar: 2x beer, 4x wine, chips",45.9,EUR,337,Food & Beverage - Minibar
INV04750,2025-11-13,Sushi platter 12 pcs,66.68,EUR,337,Food & Beverage - Restaurant
INV04751,2024-11-01,ROOM SAFE DEPOSIT BOX,188.73,EUR,513,Room Charges
INV04752,2024-11-28,laundry service - 2 items express,69.75,EUR,422,Laundry & Housekeeping
INV04753,2025-01-20,Taxi arrangement to city center,130.66,USD,438,Transportation
INV04754,2025-07-10,Crib rental - 6 nights,64.49,EUR,392,Room Charges
INV04755,2024-08-15,Spa day pass - pool + sauna + hammam,133.46,EUR,382,Spa & Wellness
INV04756,2024-08-17,"MB 111: 2 water, 1 coke, peanuts",40.41,EUR,209,Food & Beverage - Minibar
INV04757,2024-04-25,Aromatherapy session 90min,301.88,EUR,103,Spa & Wellness
INV04758,2025-11-16,Minibar 499: whisky miniature + mixer,57.11,USD,448,Food & Beverage - Minibar
INV04759,2024-02-07,Sushi platter 12 pcs,30.56,EUR,423,Food & Beverage - Restaurant
INV04760,2024-10-22,rs #156: continental breakfast,22.23,GBP,176,Food & Beverage - Room Service
INV04761,2024-09-15,Pizza Margherita + coke,102.8,USD,257,Food & Beverage - Restaurant
INV04762,2025-08-10,Housekeeping extra cleaning request,8.49,EUR,127,Laundry & Housekeeping
INV04763,2024-12-15,Crib rental - 1 nights,101.49,EUR,306,Room Charges
INV04764,2025-10-30,Couples spa package: massage + facial,90.81,USD,475,Spa & Wellness
INV04765,2024-08-15,Night RS 497: cheese toastie + tea,86.06,EUR,426,Food & Beverage - Room Service
INV04766,2025-10-04,Dry cleaning: 5 suits,45.63,EUR,256,Laundry & Housekeeping
INV04767,2024-04-30,Housekeeping extra cleaning request,36.42,EUR,438,Laundry & Housekeeping
INV04768,2025-12-04,Cheese platter + glass of wine,111.36,EUR,442,Food & Beverage - Restaurant
INV04769,2025-12-30,Couples spa package: massage + facial,298.75,EUR,378,Spa & Wellness
INV04770,2025-12-13,fish and chips + coleslaw,110.57,EUR,357,Food & Beverage - Restaurant
INV04771,2024-07-25,Minibar consumption Room 177,47.64,USD,448,Food & Beverage - Minibar
INV04772,2024-10-19,Minibar restock + consumption Rm239,54.75,USD,421,Food & Beverage - Minibar
INV04773,2025-01-19,Body scrub + wrap treatment,347.88,EUR,480,Spa & Wellness
INV04774,2024-08-23,Rollaway bed - 4 nights,192.81,USD,410,Room Charges
INV04775,2024-04-01,Hot stone massage - 30 min session,111.41,EUR,458,Spa & Wellness
INV04776,2025-08-20,room upgrade: standard to deluxe,44.04,EUR,450,Room Charges
INV04777,2024-04-24,DRY CLEANING: 5 SUITS,66.48,USD,180,Laundry & Housekeeping
INV04778,2024-02-10,fish and chips + coleslaw,59.94,USD,120,Food & Beverage - Restaurant
INV04779,2024-04-21,AV equipment rental full day,1341.5,USD,281,Events & Meetings
INV04780,2024-06-13,"MB 346: 2 water, 1 coke, peanuts",10.01,EUR,468,Food & Beverage - Minibar
INV04781,2025-02-23,Wedding package deposit,1635.58,GBP,323,Events & Meetings
INV04782,2024-01-30,Room service order #168: burger + fries + coke,69.07,EUR,437,Food & Beverage - Room Service
INV04783,2025-04-30,COUPLES SPA PACKAGE: MASSAGE + FACIAL,311.91,EUR,364,Spa & Wellness
INV04784,2025-09-30,Thai green curry with jasmine rice,100.76,EUR,383,Food & Beverage - Restaurant
INV04785,2025-10-30,"Minibar: 3x beer, 2x wine, chips",22.33,EUR,131,Food & Beverage - Minibar
INV04786,2024-12-31,Conference room rental - 30h,242.65,EUR,269,Events & Meetings
INV04787,2025-11-11,Late checkout fee - Room 140,194.62,GBP,519,Room Charges
INV04788,2024-01-03,Room 467 - late night snack + minibar,20.67,EUR,370,Food & Beverage - Room Service
INV04789,2024-07-27,Couples spa package: massage + facial,122.98,EUR,181,Spa & Wellness
INV04790,2025-12-26,Couples spa package: massage + facial,292.51,EUR,467,Spa & Wellness
INV04791,2025-05-25,Minibar consumptino Room 169,55.46,USD,470,Food & Beverage - Minibar
INV04792,2024-06-20,Deep tissue massage 45 minutes,289.06,EUR,290,Spa & Wellness
INV04793,2024-11-26,Manicure + pedicure combo,165.93,USD,295,Spa & Wellness
INV04794,2025-08-20,Business center: printing 2 pages + scanning,807.44,USD,173,Events & Meetings
INV04795,2025-12-28,Conference room rental - 30h,1566.8,EUR,193,Events & Meetings
INV04796,2025-03-23,Business center: printing 6 pages + scanning,356.7,EUR,230,Events & Meetings
INV04797,2025-11-25,Ironing service - 7 pieces,11.45,EUR,414,Laundry & Housekeeping
INV04798,2024-03-07,CHEESE PLATTER + GLASS OF WINE,38.69,EUR,130,Food & Beverage - Restaurant
INV04799,2024-07-21,Early check-in surcharge,34.29,EUR,486,Room Charges
INV04800,2025-02-17,Hot stone massage - 45 min session,58.27,GBP,183,Spa & Wellness
INV04801,2024-06-27,Caesar salad + sparkling water,112.14,GBP,278,Food & Beverage - Restaurant
INV04802,2025-04-25,Dry cleaning: 1 suits,56.92,USD,315,Laundry & Housekeeping
INV04803,2025-03-25,Room service order #154: burger + fries + coke,44.37,USD,119,Food & Beverage - Room Service
INV04804,2024-06-13,AV equipment rental full day,1041.65,EUR,191,Events & Meetings
INV04805,2025-12-24,Ironing service - 7 pieces,53.32,EUR,411,Laundry & Housekeeping
INV04806,2024-05-10,Room service order #434: burger + fries + coke,40.08,USD,498,Food & Beverage - Room Service
INV04807,2025-03-07,AROMATHERAPY SESSION 120MIN,269.1,EUR,372,Spa & Wellness
INV04808,2024-06-28,AV equipment rental full day,483.34,EUR,400,Events & Meetings
INV04809,2025-12-17,AV equipment rental full day,445.1,EUR,502,Events & Meetings
INV04810,2025-04-28,RS: 2x club sandwich delivered to 437,33.87,EUR,154,Food & Beverage - Room Service
INV04811,2024-08-18,Early check-in surcharge,77.88,EUR,153,Room Charges
INV04812,2024-01-20,Valet parking - 6 nights,74.43,EUR,281,Transportation
INV04813,2024-09-28,Flipchart + markers + whiteboard,256.11,EUR,245,Events & Meetings
INV04814,2024-10-18,Mini bar: 5 soft drinks + snacks,36.2,EUR,188,Food & Beverage - Minibar
INV04815,2025-09-11,Pizza Margherita + sprite,22.79,EUR,365,Food & Beverage - Restaurant
INV04816,2025-06-29,RS #269: continental breakfast,32.9,USD,190,Food & Beverage - Room Service
INV04817,2025-01-07,Crib renatl - 1 nights,110.69,USD,292,Room Charges
INV04818,2024-10-27,Minibar consumption Room 308,20.55,EUR,352,Food & Beverage - Minibar
INV04819,2025-09-13,Room 220: breakfast in bed - full english,89.42,EUR,270,Food & Beverage - Room Service
INV04820,2024-02-10,Dinner: grilled salmon with vegetables,116.21,USD,370,Food & Beverage - Restaurant
INV04821,2024-05-05,Meeting room: half day + coffee break,490.17,EUR,354,Events & Meetings
INV04822,2025-07-21,Room service: sandwich + juice - Room 309,94.12,EUR,499,Food & Beverage - Room Service
INV04823,2025-02-26,Dinner: grilled salmon with vegetables,87.55,EUR,486,Food & Beverage - Restaurant
INV04824,2025-08-30,Manicure + pedicure combo,137.75,EUR,105,Spa & Wellness
INV04825,2024-05-14,Hot stone massage - 30 min session,271.51,EUR,128,Spa & Wellness
INV04826,2024-12-17,Minibar 359: whisky miniature + mixer,59.77,GBP,138,Food & Beverage - Minibar
INV04827,2024-07-28,Room service order #286: burger + fries + coke,38.94,USD,212,Food & Beverage - Room Service
INV04828,2025-03-08,"MB: 4x juice, chocolate bar",14.54,EUR,184,Food & Beverage - Minibar
INV04829,2025-03-31,Cheese platter + glass of wine,14.97,GBP,462,Food & Beverage - Restaurant
INV04830,2025-06-30,Club sandwich + french fries + coke,37.15,GBP,167,Food & Beverage - Restaurant
INV04831,2024-07-31,Rollaway bed - 4 nights,22.11,USD,398,Room Charges
INV04832,2025-07-01,"MB: 7x juice, chocolate bar",51.81,EUR,134,Food & Beverage - Minibar
INV04833,2024-06-18,Event space: cocktail reception 6 guests,1332.33,EUR,386,Events & Meetings
INV04834,2024-11-14,Burger deluxe + onion rings + tea,99.32,EUR,124,Food & Beverage - Restaurant
INV04835,2024-07-26,Thai green curry with jasmin erice,63.06,EUR,133,Food & Beverage - Restaurant
INV04836,2025-05-26,"MB 481: 2 water, 1 coke, peanuts",19.77,USD,302,Food & Beverage - Minibar
INV04837,2024-01-04,Lunch set menu: soup + main + dessert,36.97,EUR,307,Food & Beverage - Restaurant
INV04838,2024-04-08,wedding package deposit,1503.3,EUR,431,Events & Meetings
INV04839,2024-10-05,Limo service to airport,58.1,EUR,186,Transportation
INV04840,2025-11-22,Burger deluxe + onion rings + tea,103.61,EUR,236,Food & Beverage - Restaurant
INV04841,2024-10-18,Room safe deposit box,23.55,EUR,404,Room Charges
INV04842,2025-12-05,room damage charge - broken lamp,86.73,EUR,439,Room Charges
INV04843,2024-10-03,Ironing service - 1 pieces,43.11,USD,390,Laundry & Housekeeping
INV04844,2024-10-11,Minibar restock + consumption Rm253,12.33,USD,132,Food & Beverage - Minibar
INV04845,2025-07-31,Night RS 208: cheese toastie + tea,32.84,USD,386,Food & Beverage - Room Service
INV04846,2024-08-19,Pizza Margherita + juice,22.61,EUR,445,Food & Beverage - Restaurant
INV04847,2025-10-11,Thai green curry with jasmine rice,94.09,EUR,194,Food & Beverage - Restaurant
INV04848,2024-01-23,Caesar salad + sparkling water,51.03,EUR,219,Food & Beverage - Restaurant
INV04849,2025-07-05,Thai green curry with jasmine rice,38.52,EUR,496,Food & Beverage - Restaurant
INV04850,2025-03-02,Lunch set menu: soup + main + dessert,54.73,EUR,357,Food & Beverage - Restaurant
INV04851,2025-07-15,Sushi platter 12 pcs,18.42,EUR,225,Food & Beverage - Restaurant
INV04852,2024-09-27,housekeeping extra cleaning request,52.43,EUR,186,Laundry & Housekeeping
INV04853,2025-04-20,Room service: sandwich + wine - Room 304,61.17,USD,238,Food & Beverage - Room Service
INV04854,2024-09-26,Sushi platter 12 pcs,116.07,USD,510,Food & Beverage - Restaurant
INV04855,2024-12-06,2x espresso + 1 croissant,17.71,EUR,342,Food & Beverage - Restaurant
INV04856,2025-08-16,Laundry service - 1 items express,51.86,EUR,168,Laundry & Housekeeping
INV04857,2024-05-31,Pasta carbonara + garlic bread,12.59,EUR,432,Food & Beverage - Restaurant
INV04858,2024-01-05,Aromatherapy session 90min,297.74,USD,163,Spa & Wellness
INV04859,2024-12-24,Manicure + pedicure combo,246.37,EUR,461,Spa & Wellness
INV04860,2024-10-25,"Minibar: 1x beer, 3x wine, chips",50.46,EUR,220,Food & Beverage - Minibar
INV04861,2025-04-23,Caesar salad + sparklin gwater,64.89,USD,428,Food & Beverage - Restaurant
INV04862,2025-12-01,Manicure + pedicure combo,117.79,USD,519,Spa & Wellness
INV04863,2025-06-19,Dinner: grilled salmon with vegetables,62.2,USD,262,Food & Beverage - Restaurant
INV04864,2025-03-18,Spa treatment - Swedish massage 90min,252.34,EUR,490,Spa & Wellness
INV04865,2025-12-05,Body scrub + wrap treatment,65.51,EUR,232,Spa & Wellness
