transaction_id,customer_id,transaction_date,nights,room_type,daily_rate,total_revenue,hotel_type,booking_channel,meal_plan,extra_spend
T036319,C04189,2024-08-20,2,Deluxe,468.45,936.9,City Hotel,OTA,BB,35.71
T036320,C04189,2025-04-22,3,Suite,500.5,1501.49,City Hotel,OTA,FB,79.25
T036321,C04189,2025-05-27,4,Superior,339.13,1356.52,City Hotel,OTA,HB,18.26
T036322,C04189,2025-08-29,3,Superior,481.56,1444.69,City Hotel,Travel Agent,RO,83.61
T036323,C04190,2025-03-15,2,Suite,702.62,1405.25,Resort Hotel,OTA,RO,24.45
T036324,C04190,2025-07-10,1,Superior,319.16,319.16,City Hotel,OTA,BB,65.91
T036325,C04191,2024-02-08,10,Standard,360.8,3607.97,City Hotel,Corporate,HB,94.17
T036326,C04191,2024-03-08,3,Superior,616.73,1850.2,City Hotel,OTA,HB,0.0
T036327,C04191,2024-05-15,1,Standard,473.82,473.82,City Hotel,Corporate,HB,63.68
T036328,C04191,2025-02-16,3,Standard,363.54,1090.62,Resort Hotel,Travel Agent,BB,23.03
T036329,C04191,2025-02-23,2,Suite,1056.37,2112.73,Resort Hotel,Travel Agent,FB,64.97
T036330,C04191,2025-03-24,2,Suite,889.3,1778.59,City Hotel,Corporate,BB,7.98
T036331,C04192,2025-04-03,3,Standard,322.9,968.71,Resort Hotel,Direct,BB,23.87
T036332,C04192,2026-01-18,2,Suite,413.91,827.83,Resort Hotel,OTA,BB,46.71
T036333,C04193,2024-05-30,3,Standard,266.05,798.14,City Hotel,Direct,FB,9.03
T036334,C04193,2024-10-18,3,Superior,206.51,619.53,City Hotel,Direct,FB,66.43
T036335,C04193,2024-12-14,14,Presidential,793.96,11115.47,City Hotel,Travel Agent,BB,88.21
T036336,C04193,2025-06-09,2,Superior,318.95,637.91,City Hotel,Travel Agent,BB,79.62
T036337,C04193,2025-09-26,3,Standard,321.4,964.2,City Hotel,Corporate,HB,60.5
T036338,C04194,2025-03-28,2,Standard,266.31,532.63,Resort Hotel,OTA,BB,12.2
T036339,C04194,2025-04-26,3,Deluxe,488.09,1464.26,Resort Hotel,Corporate,HB,112.46
T036340,C04194,2026-01-17,1,Standard,215.81,215.81,Resort Hotel,Travel Agent,BB,26.38
T036341,C04195,2024-10-23,4,Superior,333.98,1335.9,City Hotel,Direct,BB,57.33
T036342,C04195,2025-07-22,5,Standard,396.61,1983.03,Resort Hotel,OTA,FB,43.55
T036343,C04195,2026-01-11,3,Superior,447.21,1341.62,City Hotel,Direct,BB,0.0
T036344,C04195,2026-01-15,1,Suite,461.55,461.55,Resort Hotel,OTA,BB,27.38
T036345,C04195,2026-02-07,5,Deluxe,602.75,3013.77,Resort Hotel,Corporate,BB,29.86
T036346,C04195,2026-02-15,5,Standard,366.06,1830.29,Resort Hotel,OTA,BB,36.86
T036347,C04195,2026-03-05,1,Presidential,1372.61,1372.61,City Hotel,Direct,FB,24.29
T036348,C04195,2026-03-30,14,Deluxe,336.86,4716.04,Resort Hotel,Travel Agent,HB,76.01
T036349,C04195,2026-03-31,5,Deluxe,490.58,2452.9,City Hotel,Corporate,HB,33.2
T036350,C04196,2025-12-02,2,Superior,162.52,325.05,City Hotel,OTA,BB,65.26
T036351,C04196,2026-01-09,4,Deluxe,209.15,836.58,Resort Hotel,OTA,HB,128.11
T036352,C04197,2024-06-15,3,Standard,278.54,835.62,Resort Hotel,OTA,BB,51.19
T036353,C04197,2024-07-18,3,Superior,486.2,1458.6,Resort Hotel,OTA,BB,16.7
T036354,C04197,2024-08-26,7,Suite,605.66,4239.62,City Hotel,Corporate,HB,45.19
T036355,C04197,2024-10-20,2,Standard,372.62,745.24,Resort Hotel,Corporate,HB,127.67
T036356,C04197,2025-02-06,1,Standard,268.1,268.1,City Hotel,OTA,BB,78.35
T036357,C04197,2025-06-05,3,Superior,426.18,1278.55,Resort Hotel,Corporate,RO,34.47
T036358,C04197,2025-07-16,5,Suite,846.15,4230.77,City Hotel,OTA,FB,54.95
T036359,C04197,2025-11-11,14,Suite,687.35,9622.84,Resort Hotel,Travel Agent,HB,58.12
T036360,C04197,2025-12-03,4,Standard,300.08,1200.33,City Hotel,OTA,BB,27.47
T036361,C04197,2026-02-12,3,Standard,322.66,967.99,City Hotel,Direct,HB,0.0
T036362,C04197,2026-03-16,2,Superior,438.99,877.99,Resort Hotel,OTA,HB,12.06
T036363,C04198,2024-09-09,14,Presidential,866.89,12136.49,City Hotel,OTA,HB,107.81
T036364,C04198,2024-11-16,4,Standard,213.22,852.86,City Hotel,Corporate,HB,38.32
T036365,C04198,2025-07-28,2,Standard,257.95,515.9,Resort Hotel,Travel Agent,BB,39.92
T036366,C04198,2026-04-07,4,Suite,633.26,2533.05,City Hotel,OTA,FB,46.53
T036367,C04199,2025-01-31,3,Suite,331.53,994.59,City Hotel,OTA,HB,38.26
T036368,C04199,2025-06-09,1,Standard,94.43,94.43,City Hotel,Corporate,HB,56.69
T036369,C04199,2026-01-06,5,Standard,85.26,426.28,City Hotel,Corporate,HB,14.48
T036370,C04199,2026-01-15,7,Standard,130.14,910.95,City Hotel,Direct,RO,8.26
T036371,C04200,2025-04-14,7,Superior,404.61,2832.25,City Hotel,OTA,FB,39.85
T036372,C04200,2026-02-15,2,Superior,217.3,434.6,City Hotel,Direct,HB,6.12
T036373,C04201,2025-06-12,3,Suite,688.63,2065.89,Resort Hotel,Corporate,BB,53.23
T036374,C04201,2026-01-20,3,Superior,214.01,642.04,Resort Hotel,Corporate,BB,33.5
T036375,C04202,2024-02-19,2,Standard,415.84,831.67,City Hotel,Corporate,HB,0.0
T036376,C04202,2024-09-05,2,Suite,933.65,1867.31,City Hotel,OTA,FB,52.32
T036377,C04202,2025-03-02,2,Standard,325.92,651.85,City Hotel,Direct,BB,132.52
T036378,C04202,2025-06-28,5,Standard,378.81,1894.07,City Hotel,Direct,RO,62.05
T036379,C04202,2025-10-18,3,Superior,364.97,1094.9,Resort Hotel,Direct,BB,6.51
T036380,C04203,2024-05-04,14,Superior,267.43,3744.06,Resort Hotel,Travel Agent,HB,42.53
T036381,C04203,2024-07-13,7,Deluxe,462.59,3238.11,City Hotel,Travel Agent,HB,87.1
T036382,C04203,2025-01-05,7,Standard,293.6,2055.17,City Hotel,OTA,BB,59.63
T036383,C04203,2025-02-06,7,Deluxe,817.25,5720.76,City Hotel,OTA,BB,8.01
T036384,C04203,2025-07-30,3,Superior,369.3,1107.9,City Hotel,Direct,BB,98.15
T036385,C04203,2025-10-29,2,Standard,372.34,744.68,Resort Hotel,OTA,BB,89.71
T036386,C04203,2026-02-08,1,Superior,560.18,560.18,City Hotel,OTA,HB,58.29
T036387,C04204,2024-09-01,2,Deluxe,348.56,697.11,Resort Hotel,Travel Agent,BB,57.74
T036388,C04204,2024-09-13,3,Deluxe,154.69,464.07,City Hotel,OTA,BB,0.0
T036389,C04204,2024-09-24,4,Standard,181.31,725.22,Resort Hotel,Corporate,BB,92.15
T036390,C04204,2025-01-14,3,Standard,181.41,544.22,Resort Hotel,OTA,HB,65.5
T036391,C04204,2025-06-15,2,Deluxe,281.8,563.6,City Hotel,Corporate,BB,121.45
T036392,C04204,2025-06-30,3,Deluxe,312.53,937.6,Resort Hotel,OTA,FB,77.76
T036393,C04204,2025-07-10,3,Standard,107.84,323.52,Resort Hotel,OTA,FB,69.17
T036394,C04204,2025-07-21,3,Suite,441.42,1324.26,City Hotel,Direct,FB,24.7
T036395,C04204,2026-04-18,4,Suite,133.68,534.71,City Hotel,OTA,RO,0.0
T036396,C04205,2024-06-29,1,Superior,303.77,303.77,City Hotel,Travel Agent,HB,30.18
T036397,C04205,2024-10-31,3,Deluxe,367.78,1103.35,Resort Hotel,Corporate,BB,51.15
T036398,C04205,2025-03-09,2,Standard,82.75,165.5,Resort Hotel,Corporate,FB,77.38
T036399,C04205,2025-06-20,3,Superior,207.67,623.02,Resort Hotel,OTA,BB,83.87
T036400,C04205,2025-08-23,2,Superior,223.32,446.64,Resort Hotel,OTA,BB,118.43
T036401,C04205,2026-03-12,7,Suite,410.96,2876.7,City Hotel,Direct,HB,68.14
T036402,C04205,2026-03-25,10,Deluxe,277.53,2775.29,Resort Hotel,OTA,HB,49.26
T036403,C04206,2024-06-11,2,Deluxe,272.24,544.48,City Hotel,Travel Agent,HB,30.27
T036404,C04206,2025-02-05,3,Superior,203.88,611.64,City Hotel,Travel Agent,RO,0.58
T036405,C04206,2025-09-03,2,Superior,205.21,410.42,Resort Hotel,Direct,BB,118.42
T036406,C04207,2024-06-17,2,Superior,413.89,827.78,City Hotel,OTA,HB,0.0
T036407,C04207,2025-01-18,7,Standard,261.02,1827.14,Resort Hotel,Direct,HB,47.03
T036408,C04208,2024-08-04,2,Superior,347.11,694.21,City Hotel,OTA,BB,19.44
T036409,C04208,2025-06-30,3,Standard,316.88,950.63,City Hotel,Direct,FB,44.14
T036410,C04208,2025-11-13,3,Suite,731.55,2194.65,City Hotel,Direct,RO,17.34
T036411,C04208,2026-02-24,14,Suite,1058.38,14817.35,City Hotel,Direct,BB,18.85
T036412,C04208,2026-03-19,2,Deluxe,571.63,1143.25,City Hotel,Travel Agent,HB,32.31
T036413,C04209,2025-02-12,1,Standard,155.31,155.31,City Hotel,Travel Agent,BB,33.49
T036414,C04210,2024-06-22,3,Superior,244.92,734.75,City Hotel,Direct,HB,39.5
T036415,C04210,2024-10-18,2,Superior,416.27,832.54,Resort Hotel,Travel Agent,HB,139.29
T036416,C04210,2024-11-29,3,Superior,300.55,901.65,City Hotel,Direct,BB,77.01
T036417,C04210,2025-02-01,1,Deluxe,446.34,446.34,Resort Hotel,Direct,HB,14.77
T036418,C04210,2025-03-07,4,Superior,396.25,1585.01,Resort Hotel,Direct,BB,0.0
T036419,C04210,2026-01-30,3,Deluxe,482.92,1448.75,City Hotel,Direct,BB,85.43
T036420,C04210,2026-03-14,2,Standard,245.08,490.17,City Hotel,Travel Agent,BB,60.21
T036421,C04211,2024-02-05,3,Superior,42.39,127.18,City Hotel,Direct,BB,37.69
T036422,C04211,2024-10-12,4,Deluxe,186.92,747.68,Resort Hotel,Travel Agent,HB,16.94
T036423,C04211,2024-11-18,4,Standard,78.54,314.15,City Hotel,OTA,RO,117.25
T036424,C04211,2025-01-30,3,Standard,47.17,141.51,City Hotel,OTA,BB,60.27
T036425,C04211,2025-08-28,2,Deluxe,160.87,321.75,City Hotel,OTA,HB,62.01
T036426,C04211,2025-12-27,3,Standard,114.47,343.42,City Hotel,OTA,HB,0.0
T036427,C04212,2025-05-29,3,Suite,846.28,2538.85,Resort Hotel,Direct,HB,93.16
T036428,C04212,2025-08-23,7,Superior,382.35,2676.48,Resort Hotel,Corporate,BB,10.13
T036429,C04213,2024-09-25,4,Superior,127.66,510.65,City Hotel,Direct,BB,59.05
T036430,C04213,2024-10-12,10,Superior,530.74,5307.37,City Hotel,Corporate,HB,23.7
T036431,C04213,2024-12-09,2,Superior,508.47,1016.95,Resort Hotel,OTA,HB,91.11
T036432,C04213,2025-01-07,3,Standard,249.43,748.28,Resort Hotel,OTA,RO,29.34
T036433,C04213,2025-01-26,4,Deluxe,312.64,1250.57,Resort Hotel,Direct,HB,51.9
T036434,C04213,2025-04-28,3,Superior,442.99,1328.98,Resort Hotel,OTA,FB,88.88
T036435,C04213,2025-06-16,14,Superior,456.9,6396.66,Resort Hotel,Corporate,HB,75.79
T036436,C04213,2025-08-01,5,Standard,80.94,404.7,City Hotel,Corporate,HB,45.09
T036437,C04213,2025-09-13,5,Standard,337.59,1687.95,Resort Hotel,OTA,BB,106.38
T036438,C04213,2026-01-13,2,Standard,308.46,616.93,City Hotel,Direct,BB,84.72
T036439,C04213,2026-02-22,3,Standard,454.85,1364.55,City Hotel,OTA,HB,60.55
T036440,C04213,2026-03-01,2,Standard,341.75,683.5,City Hotel,OTA,BB,62.65
T036441,C04213,2026-03-03,14,Standard,291.18,4076.46,City Hotel,OTA,BB,39.33
T036442,C04214,2025-05-19,3,Superior,266.15,798.44,City Hotel,Direct,RO,11.58
T036443,C04214,2025-06-01,7,Superior,235.14,1645.95,Resort Hotel,Travel Agent,BB,77.08
T036444,C04214,2025-06-15,3,Presidential,629.13,1887.4,City Hotel,OTA,FB,0.0
T036445,C04214,2026-02-08,5,Superior,208.53,1042.66,City Hotel,Corporate,BB,33.34
T036446,C04214,2026-02-17,3,Standard,297.5,892.49,City Hotel,Travel Agent,FB,89.64
T036447,C04214,2026-02-23,4,Superior,276.85,1107.41,Resort Hotel,Corporate,FB,90.64
T036448,C04215,2025-02-28,1,Superior,359.58,359.58,City Hotel,Corporate,BB,151.0
T036449,C04215,2025-07-19,4,Deluxe,519.4,2077.59,City Hotel,Direct,BB,77.4
T036450,C04215,2025-09-01,3,Standard,412.93,1238.78,City Hotel,Direct,RO,90.18
T036451,C04215,2026-01-17,7,Deluxe,234.12,1638.81,Resort Hotel,Travel Agent,BB,49.07
T036452,C04215,2026-03-07,2,Superior,363.4,726.8,Resort Hotel,Direct,FB,52.3
T036453,C04216,2024-08-15,3,Standard,195.25,585.75,City Hotel,Direct,HB,48.98
T036454,C04216,2024-09-17,4,Standard,63.9,255.59,Resort Hotel,Travel Agent,BB,0.74
T036455,C04216,2025-04-28,10,Deluxe,347.22,3472.18,Resort Hotel,OTA,FB,102.45
T036456,C04217,2024-03-14,4,Standard,218.01,872.02,Resort Hotel,Travel Agent,BB,100.97
T036457,C04217,2024-09-08,2,Superior,424.78,849.55,City Hotel,Travel Agent,HB,81.25
T036458,C04217,2024-09-13,5,Standard,287.48,1437.4,City Hotel,OTA,BB,86.38
T036459,C04217,2025-03-02,4,Superior,441.0,1764.01,Resort Hotel,Travel Agent,BB,54.44
T036460,C04217,2026-02-13,1,Deluxe,435.91,435.91,Resort Hotel,Corporate,HB,63.21
T036461,C04217,2026-03-05,10,Standard,429.52,4295.16,City Hotel,OTA,FB,43.75
T036462,C04218,2024-06-30,4,Superior,194.85,779.41,City Hotel,Direct,BB,30.44
T036463,C04218,2024-09-01,7,Superior,253.91,1777.34,Resort Hotel,Corporate,RO,83.22
T036464,C04218,2026-02-20,3,Superior,286.42,859.27,City Hotel,Travel Agent,FB,42.35
T036465,C04219,2024-07-31,3,Standard,230.54,691.62,Resort Hotel,OTA,FB,112.25
T036466,C04219,2025-01-02,10,Superior,272.92,2729.18,Resort Hotel,OTA,HB,23.81
T036467,C04219,2025-03-30,10,Deluxe,214.68,2146.8,Resort Hotel,Direct,BB,26.76
T036468,C04219,2025-08-18,3,Deluxe,209.44,628.32,Resort Hotel,OTA,RO,18.28
T036469,C04220,2024-10-14,1,Superior,403.06,403.06,Resort Hotel,OTA,HB,1.91
T036470,C04220,2025-04-14,14,Deluxe,281.2,3936.86,Resort Hotel,Direct,RO,41.01
T036471,C04221,2024-07-31,2,Standard,256.0,511.99,City Hotel,OTA,RO,0.0
T036472,C04221,2024-10-23,1,Deluxe,353.6,353.6,City Hotel,OTA,BB,67.07
T036473,C04221,2025-02-01,2,Standard,177.38,354.75,Resort Hotel,Direct,RO,95.75
T036474,C04222,2024-08-12,2,Standard,356.16,712.33,Resort Hotel,Corporate,BB,53.85
T036475,C04222,2024-09-24,4,Superior,297.94,1191.78,City Hotel,OTA,HB,101.74
T036476,C04222,2024-10-09,2,Standard,156.24,312.47,City Hotel,OTA,HB,64.2
T036477,C04222,2024-11-30,4,Standard,272.76,1091.04,City Hotel,Travel Agent,HB,99.36
T036478,C04222,2025-01-03,2,Deluxe,305.28,610.55,City Hotel,Direct,BB,63.07
T036479,C04222,2025-01-31,2,Standard,242.35,484.71,City Hotel,OTA,BB,36.7
T036480,C04222,2025-02-04,3,Standard,112.97,338.9,City Hotel,Direct,FB,78.05
T036481,C04222,2026-02-01,7,Superior,246.12,1722.84,City Hotel,Direct,FB,32.79
T036482,C04222,2026-03-20,10,Superior,303.98,3039.79,City Hotel,Direct,HB,18.8
T036483,C04223,2024-08-13,1,Deluxe,555.55,555.55,City Hotel,Direct,BB,39.09
T036484,C04223,2025-04-16,2,Deluxe,397.16,794.33,Resort Hotel,Direct,BB,46.94
T036485,C04223,2025-05-05,7,Standard,294.95,2064.65,City Hotel,OTA,HB,37.55
T036486,C04223,2025-05-28,4,Standard,310.58,1242.32,City Hotel,Direct,BB,0.0
T036487,C04223,2025-06-11,4,Superior,474.91,1899.64,City Hotel,OTA,HB,8.3
T036488,C04223,2025-07-14,3,Standard,392.49,1177.47,City Hotel,Direct,HB,43.4
T036489,C04224,2025-01-12,2,Standard,114.34,228.68,City Hotel,OTA,FB,42.08
T036490,C04225,2024-12-11,4,Superior,139.37,557.48,Resort Hotel,Travel Agent,BB,0.0
T036491,C04225,2024-12-26,4,Standard,96.46,385.83,City Hotel,Direct,FB,100.51
T036492,C04225,2025-05-01,2,Superior,135.34,270.68,City Hotel,OTA,BB,14.13
T036493,C04225,2025-05-07,1,Superior,154.81,154.81,City Hotel,OTA,FB,19.45
T036494,C04225,2025-06-07,4,Suite,271.37,1085.49,City Hotel,Travel Agent,BB,54.11
T036495,C04225,2025-09-17,1,Superior,153.71,153.71,City Hotel,Corporate,HB,38.37
T036496,C04225,2025-10-17,3,Superior,153.86,461.58,Resort Hotel,Corporate,FB,17.19
T036497,C04225,2026-01-14,3,Standard,91.21,273.64,City Hotel,Corporate,HB,37.66
T036498,C04225,2026-02-03,3,Superior,158.3,474.9,City Hotel,Travel Agent,HB,110.6
T036499,C04226,2024-05-12,2,Suite,395.98,791.97,City Hotel,Corporate,RO,33.17
T036500,C04226,2024-07-13,1,Suite,338.27,338.27,City Hotel,Corporate,BB,131.84
T036501,C04226,2024-11-03,5,Standard,149.41,747.04,Resort Hotel,Direct,FB,58.06
T036502,C04226,2025-03-20,5,Superior,276.07,1380.33,City Hotel,Corporate,HB,14.34
T036503,C04226,2025-06-28,7,Standard,142.12,994.83,City Hotel,Corporate,HB,72.07
T036504,C04226,2025-08-08,4,Superior,249.25,997.02,Resort Hotel,Corporate,HB,59.45
T036505,C04226,2025-09-13,3,Standard,126.3,378.89,City Hotel,OTA,BB,24.88
T036506,C04226,2026-03-09,7,Standard,171.77,1202.41,City Hotel,Corporate,BB,100.26
T036507,C04226,2026-04-20,3,Superior,201.53,604.59,City Hotel,Direct,HB,0.0
T036508,C04227,2024-04-17,4,Presidential,430.36,1721.43,Resort Hotel,OTA,HB,45.86
T036509,C04227,2024-06-29,10,Deluxe,306.29,3062.94,Resort Hotel,Travel Agent,HB,73.8
T036510,C04227,2025-05-20,4,Standard,68.64,274.55,Resort Hotel,OTA,HB,20.12
T036511,C04227,2025-06-09,3,Superior,301.25,903.74,Resort Hotel,OTA,FB,119.38
T036512,C04228,2024-05-12,3,Standard,205.84,617.51,City Hotel,Corporate,HB,48.09
T036513,C04228,2024-11-15,1,Deluxe,348.03,348.03,City Hotel,Direct,BB,0.0
T036514,C04228,2025-01-04,4,Deluxe,437.98,1751.93,City Hotel,Travel Agent,HB,75.9
T036515,C04228,2025-02-13,4,Standard,259.58,1038.32,City Hotel,Corporate,HB,74.8
T036516,C04228,2025-06-12,10,Deluxe,432.8,4328.02,City Hotel,Direct,HB,105.97
T036517,C04228,2025-09-01,3,Suite,550.3,1650.89,Resort Hotel,OTA,BB,0.0
T036518,C04228,2025-11-16,5,Deluxe,222.56,1112.81,City Hotel,Direct,HB,57.54
T036519,C04228,2026-01-17,10,Superior,147.73,1477.31,Resort Hotel,Travel Agent,BB,51.0
T036520,C04229,2024-04-14,4,Superior,503.66,2014.64,Resort Hotel,OTA,BB,98.01
T036521,C04229,2024-05-14,5,Standard,275.44,1377.19,Resort Hotel,Direct,HB,84.69
T036522,C04229,2024-09-18,10,Superior,365.13,3651.32,Resort Hotel,OTA,RO,65.12
T036523,C04229,2025-07-27,2,Deluxe,871.03,1742.07,City Hotel,Direct,BB,30.98
T036524,C04229,2025-12-27,3,Suite,1407.77,4223.31,City Hotel,Travel Agent,HB,58.34
T036525,C04230,2024-06-07,1,Superior,283.18,283.18,City Hotel,Corporate,BB,73.03
T036526,C04230,2024-10-02,3,Deluxe,373.0,1119.0,Resort Hotel,Corporate,HB,68.18
T036527,C04230,2025-03-17,7,Superior,379.34,2655.38,Resort Hotel,Direct,BB,26.02
T036528,C04230,2025-07-29,3,Standard,301.14,903.43,Resort Hotel,Direct,HB,43.2
T036529,C04231,2024-05-09,5,Standard,239.17,1195.84,City Hotel,OTA,RO,65.43
T036530,C04231,2024-08-24,1,Suite,890.02,890.02,City Hotel,Travel Agent,BB,70.53
T036531,C04231,2024-10-27,3,Deluxe,537.34,1612.03,Resort Hotel,Corporate,HB,16.1
T036532,C04231,2025-01-23,2,Superior,396.03,792.06,City Hotel,OTA,BB,32.03
T036533,C04231,2025-02-14,3,Suite,355.33,1065.99,City Hotel,Travel Agent,BB,132.98
T036534,C04231,2025-04-28,4,Presidential,1064.72,4258.89,City Hotel,Direct,BB,49.07
T036535,C04231,2025-06-08,1,Standard,236.59,236.59,City Hotel,Direct,FB,42.26
T036536,C04231,2025-06-14,7,Standard,304.92,2134.47,Resort Hotel,OTA,BB,92.29
T036537,C04232,2024-06-28,5,Standard,187.38,936.89,Resort Hotel,OTA,FB,131.61
T036538,C04232,2024-09-12,2,Deluxe,355.98,711.97,Resort Hotel,Corporate,RO,47.89
T036539,C04232,2024-12-21,14,Standard,385.89,5402.48,City Hotel,Corporate,FB,0.0
T036540,C04232,2025-07-17,4,Standard,459.93,1839.73,City Hotel,Corporate,FB,49.57
T036541,C04232,2025-07-29,5,Suite,852.85,4264.24,City Hotel,Corporate,BB,0.0
T036542,C04232,2025-10-18,5,Superior,387.67,1938.33,City Hotel,Direct,BB,0.0
T036543,C04232,2026-01-23,1,Standard,249.96,249.96,City Hotel,Corporate,BB,96.26
T036544,C04232,2026-02-14,4,Standard,444.09,1776.35,Resort Hotel,Travel Agent,BB,97.62
T036545,C04233,2024-07-09,10,Deluxe,484.95,4849.47,City Hotel,Direct,RO,25.25
T036546,C04233,2024-07-18,4,Standard,297.39,1189.56,Resort Hotel,Travel Agent,BB,41.25
T036547,C04233,2024-08-22,3,Superior,235.79,707.38,City Hotel,Corporate,RO,5.31
T036548,C04233,2024-08-24,5,Standard,449.94,2249.72,City Hotel,Direct,FB,107.1
T036549,C04233,2025-05-31,3,Superior,262.6,787.8,City Hotel,Corporate,HB,0.0
T036550,C04234,2024-03-30,4,Standard,181.83,727.32,Resort Hotel,Corporate,BB,50.11
T036551,C04234,2024-05-27,4,Standard,270.0,1080.02,City Hotel,Corporate,BB,34.56
T036552,C04234,2024-07-20,3,Deluxe,399.39,1198.17,City Hotel,Corporate,BB,5.63
T036553,C04234,2024-11-20,2,Superior,328.12,656.24,City Hotel,Direct,HB,55.41
T036554,C04234,2025-02-24,2,Superior,281.9,563.8,Resort Hotel,OTA,FB,97.54
T036555,C04234,2025-09-06,14,Standard,252.27,3531.77,City Hotel,Direct,FB,57.84
T036556,C04234,2025-11-16,3,Superior,144.81,434.43,City Hotel,Travel Agent,HB,87.26
T036557,C04235,2025-06-11,7,Superior,308.36,2158.51,Resort Hotel,Direct,BB,30.92
T036558,C04235,2025-12-29,4,Suite,676.94,2707.76,Resort Hotel,OTA,HB,42.12
T036559,C04236,2024-07-02,3,Standard,43.51,130.54,City Hotel,Corporate,HB,116.74
T036560,C04236,2024-11-22,3,Standard,117.12,351.37,City Hotel,Direct,RO,57.46
T036561,C04236,2025-01-05,7,Presidential,765.78,5360.43,City Hotel,OTA,BB,102.85
T036562,C04236,2025-11-04,7,Standard,150.14,1051.0,City Hotel,Direct,BB,44.99
T036563,C04237,2024-07-09,3,Superior,146.33,438.99,City Hotel,Corporate,BB,15.42
T036564,C04237,2025-03-09,3,Deluxe,280.84,842.53,City Hotel,Travel Agent,BB,35.38
T036565,C04237,2025-03-29,2,Deluxe,265.26,530.52,City Hotel,OTA,HB,65.8
T036566,C04237,2025-04-28,3,Deluxe,298.16,894.49,Resort Hotel,OTA,FB,87.04
T036567,C04238,2024-10-01,4,Presidential,1027.41,4109.62,City Hotel,OTA,HB,71.13
T036568,C04239,2024-12-13,2,Suite,198.35,396.7,Resort Hotel,Travel Agent,HB,41.52
T036569,C04239,2025-04-18,3,Standard,100.7,302.11,City Hotel,Corporate,FB,0.0
T036570,C04239,2025-07-20,3,Standard,126.6,379.79,Resort Hotel,Direct,RO,54.45
T036571,C04240,2024-05-03,5,Standard,296.6,1482.98,Resort Hotel,OTA,BB,50.25
T036572,C04240,2024-07-17,10,Standard,200.15,2001.54,Resort Hotel,OTA,BB,0.0
T036573,C04240,2024-11-03,14,Deluxe,387.64,5427.0,City Hotel,Direct,HB,28.93
T036574,C04240,2024-12-18,2,Superior,422.05,844.11,Resort Hotel,Corporate,RO,41.01
T036575,C04240,2025-06-14,1,Standard,144.69,144.69,City Hotel,Direct,BB,112.25
T036576,C04241,2025-07-01,3,Suite,239.74,719.21,City Hotel,Direct,FB,53.91
T036577,C04241,2025-07-04,3,Standard,132.45,397.36,City Hotel,Direct,BB,54.83
T036578,C04241,2025-08-05,4,Superior,187.71,750.85,City Hotel,OTA,BB,44.81
T036579,C04241,2025-10-16,14,Suite,344.71,4825.95,Resort Hotel,Travel Agent,HB,64.97
T036580,C04242,2024-06-12,7,Standard,229.43,1606.01,City Hotel,Direct,BB,98.13
T036581,C04242,2024-10-05,3,Suite,619.09,1857.28,City Hotel,OTA,BB,52.56
T036582,C04242,2024-12-12,3,Deluxe,116.65,349.95,Resort Hotel,OTA,BB,86.94
T036583,C04243,2024-07-04,4,Deluxe,318.18,1272.73,Resort Hotel,OTA,RO,9.68
T036584,C04243,2024-10-18,3,Deluxe,569.95,1709.85,Resort Hotel,Direct,BB,31.69
T036585,C04244,2024-08-27,3,Superior,118.54,355.62,City Hotel,OTA,RO,72.33
T036586,C04244,2025-10-20,5,Deluxe,232.09,1160.45,Resort Hotel,Direct,BB,31.59
T036587,C04244,2025-11-26,3,Superior,173.22,519.66,City Hotel,OTA,FB,92.67
T036588,C04244,2026-05-09,2,Standard,111.19,222.39,Resort Hotel,OTA,BB,1.69
T036589,C04245,2024-06-05,3,Standard,115.73,347.19,City Hotel,OTA,BB,27.54
T036590,C04245,2024-10-16,4,Standard,114.9,459.6,Resort Hotel,Corporate,HB,85.34
T036591,C04245,2025-04-02,3,Standard,158.84,476.51,Resort Hotel,OTA,HB,58.0
T036592,C04245,2026-02-03,2,Standard,157.01,314.02,City Hotel,OTA,BB,86.15
T036593,C04246,2024-03-04,7,Superior,116.33,814.34,City Hotel,OTA,BB,80.75
T036594,C04246,2024-06-01,5,Deluxe,213.07,1065.33,City Hotel,Travel Agent,HB,14.87
T036595,C04246,2024-09-23,3,Suite,280.68,842.05,City Hotel,Corporate,BB,19.85
T036596,C04246,2024-12-29,2,Superior,175.37,350.74,City Hotel,Corporate,FB,71.48
T036597,C04246,2025-06-30,3,Deluxe,285.77,857.3,Resort Hotel,Travel Agent,BB,105.89
T036598,C04246,2025-08-04,14,Standard,141.73,1984.19,Resort Hotel,Travel Agent,HB,56.12
T036599,C04246,2025-12-02,4,Superior,268.43,1073.73,Resort Hotel,Corporate,BB,104.94
T036600,C04247,2024-04-16,1,Standard,281.91,281.91,City Hotel,Direct,HB,62.83
T036601,C04247,2024-11-28,14,Standard,213.85,2993.85,Resort Hotel,OTA,RO,87.58
T036602,C04247,2024-12-09,7,Superior,478.99,3352.91,Resort Hotel,OTA,RO,109.88
T036603,C04247,2025-07-20,14,Standard,309.29,4330.0,City Hotel,OTA,HB,35.88
T036604,C04247,2025-08-31,7,Standard,290.29,2032.05,Resort Hotel,OTA,HB,44.67
T036605,C04247,2025-11-29,4,Standard,533.54,2134.15,City Hotel,Corporate,RO,26.76
