review_id,hotel,date,reviewer_country,trip_type,rating,review_text,sentiment_true,aspect_cleanliness,aspect_staff,aspect_food,aspect_location,aspect_value
R2453,Grand Resort Hotel,2024-09-09,UA,Solo,4,One of the best hotels I've stayed at. The location is unbeatable - right in the center. Highly recommend!,positive,5,5,5,5,4
R2454,Grand Resort Hotel,2025-02-08,MV,Leisure,5,Best hotel experience we've had in years. Housekeeping did an amazing job.,positive,5,4,5,5,5
R2455,Grand Resort Hotel,2025-02-11,GW,Family,5,Exceeded our expectations in every way. The staff was outstanding.,positive,4,4,4,4,5
R2456,Grand Resort Hotel,2024-12-16,TR,Business,5,Best hotel experience we've had in years. Best deal we found in the area.,positive,5,5,4,4,5
R2457,Grand Resort Hotel,2025-01-14,AO,Couple,2,Worst hotel experience in a long time. the reception seemed overwhelmed and disorganized.,negative,2,2,2,2,2
R2458,Grand Resort Hotel,2025-11-26,JM,Solo,5,"Everything was perfect - Great price for what you get, The staff was incredibly friendly and helpful. 10/10.",positive,5,5,4,4,4
R2459,Grand Resort Hotel,2024-06-28,AM,Business,5,One of the best hotels I've stayed at. Excellent value for money. Highly recommend!,positive,5,5,4,5,5
R2460,Grand Resort Hotel,2024-05-27,BA,Solo,4,Good but not great. The chef prepared an incredible dinner. The downside was the minibar prices were outrageous.,mixed,4,3,5,3,1
R2461,City Center Hotel,2024-12-16,TR,Couple,2,Save your money and go elsewhere. the minibar prices were outrageous. breakfast was mediocre and limited options.,negative,2,3,2,3,1
R2462,City Center Hotel,2024-07-14,AF,Couple,3,"Nice hotel with some issues. The bathroom was sparkling clean, however the neighborhood felt unsafe at night.",mixed,4,4,4,1,3
R2463,City Center Hotel,2025-04-18,PL,Leisure,5,Exceeded our expectations in every way. The food was outstanding.,positive,5,5,4,5,4
R2464,Grand Resort Hotel,2024-05-10,JM,Leisure,5,Best hotel experience we've had in years. Best hotel breakfast I've ever had.,positive,5,4,4,4,4
R2465,Grand Resort Hotel,2024-06-06,CO,Leisure,2,Not worth the money. found hair in the bathroom and food quality was poor for a hotel at this price.,negative,2,3,2,1,2
R2466,City Center Hotel,2024-06-29,NA,Couple,4,"Everything was perfect - Worth every penny spent, The rooms were spotlessly clean. 10/10.",positive,4,5,5,5,5
R2467,City Center Hotel,2024-09-06,AZ,Business,5,One of the best hotels I've stayed at. Worth every penny spent. Highly recommend!,positive,4,4,5,4,5
R2468,City Center Hotel,2024-12-08,SN,Leisure,2,Very disappointing stay. hidden charges everywhere and staff was unresponsive to our requests.,negative,2,2,1,1,2
R2469,City Center Hotel,2024-05-06,SM,Business,3,Decent stay. Housekeeping did an amazing job but not worth the price at all. Room for improvement.,mixed,5,3,3,3,2
R2470,City Center Hotel,2024-03-24,BB,Couple,4,Good but not great. The concierge gave amazing restaurant recommendations. The downside was much cheaper options with better quality nearby.,mixed,3,5,4,3,1
R2471,City Center Hotel,2024-03-03,LU,Leisure,5,Absolutely wonderful stay! The location was exceptional and the cleanliness exceeded all expectations.,positive,4,5,4,5,5
R2472,Grand Resort Hotel,2024-08-16,KH,Business,4,A truly memorable stay. Housekeeping did an amazing job. We'll be back for sure!,positive,5,4,5,5,4
R2473,City Center Hotel,2024-07-26,AM,Solo,5,Can't say enough good things about this place. The bathroom was sparkling clean and The chef prepared an incredible dinner.,positive,5,5,5,5,5
R2474,City Center Hotel,2025-05-10,BJ,Leisure,5,Fantastic experience from start to finish. Great location near public transport.,positive,5,4,5,4,5
R2475,City Center Hotel,2024-03-04,PW,Solo,4,"The hotel has potential. The location is unbeatable - right in the center, yet the carpets looked stained and old.",mixed,1,3,3,4,3
R2476,City Center Hotel,2024-03-09,BY,Leisure,4,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,5,4,4,5,5
R2477,City Center Hotel,2025-09-09,NI,Business,5,A truly memorable stay. Worth every penny spent. We'll be back for sure!,positive,4,5,4,5,4
R2478,City Center Hotel,2024-12-24,RS,Family,1,Save your money and go elsewhere. no one seemed to care about guest satisfaction. noisy area with construction nearby.,negative,3,1,2,1,2
R2479,Grand Resort Hotel,2024-11-07,KI,Solo,4,Exceeded our expectations in every way. The location was outstanding.,positive,4,5,4,5,4
R2480,City Center Hotel,2025-08-30,IS,Leisure,2,Very disappointing stay. the lobby area was dirty and location was far from the city center.,negative,1,1,2,2,1
R2481,City Center Hotel,2025-05-14,LB,Leisure,5,Fantastic experience from start to finish. Housekeeping did an amazing job.,positive,5,4,4,5,5
R2482,Grand Resort Hotel,2025-09-22,GB,Business,5,Best hotel experience we've had in years. The location is unbeatable - right in the center.,positive,4,4,5,4,5
R2483,Grand Resort Hotel,2025-12-30,LY,Couple,2,Not worth the money. the lobby area was dirty and the neighborhood felt unsafe at night.,negative,2,2,3,2,2
R2484,Grand Resort Hotel,2024-01-04,MZ,Family,4,"The hotel has potential. Housekeeping did an amazing job, yet the minibar prices were outrageous.",mixed,5,4,4,4,2
R2485,City Center Hotel,2024-01-18,BR,Solo,5,Absolutely wonderful stay! The value was exceptional and the cleanliness exceeded all expectations.,positive,5,5,4,5,5
R2486,City Center Hotel,2025-05-31,TH,Couple,5,Exceeded our expectations in every way. The location was outstanding.,positive,5,5,5,4,5
R2487,City Center Hotel,2025-04-01,KW,Solo,5,A truly memorable stay. Excellent value for money. We'll be back for sure!,positive,4,5,4,4,5
R2488,City Center Hotel,2024-01-13,SA,Family,2,Hugely disappointed. the reception seemed overwhelmed and disorganized. Will be filing a complaint.,negative,1,1,1,3,1
R2489,Grand Resort Hotel,2024-10-08,VA,Family,5,One of the best hotels I've stayed at. Great location near public transport. Highly recommend!,positive,4,5,4,5,5
R2490,Grand Resort Hotel,2024-03-04,BE,Solo,5,Can't say enough good things about this place. Ideal location for both business and leisure and Room service was fast and the food was excellent.,positive,4,4,4,4,5
R2491,Grand Resort Hotel,2025-02-17,MX,Couple,4,We had an amazing time. Staff remembered our names which was a nice touch. Will definitely come back!,positive,5,4,5,4,4
R2492,City Center Hotel,2024-09-25,KG,Family,3,The value was great but no one seemed to care about guest satisfaction. Would still recommend.,mixed,4,2,3,4,4
R2493,Grand Resort Hotel,2025-04-26,MC,Family,5,We had an amazing time. Great location near public transport. Will definitely come back!,positive,4,4,4,5,4
R2494,City Center Hotel,2025-05-18,PH,Leisure,5,Best hotel experience we've had in years. Reception team went above and beyond.,positive,4,4,4,4,5
R2495,City Center Hotel,2024-09-14,SA,Couple,4,Good but not great. The staff was incredibly friendly and helpful. The downside was the neighborhood felt unsafe at night.,mixed,4,4,4,2,3
R2496,City Center Hotel,2024-07-28,BA,Family,4,"Nice hotel with some issues. The rooms were spotlessly clean, however staff was unresponsive to our requests.",mixed,4,1,4,3,4
R2497,City Center Hotel,2025-03-02,CM,Family,5,Can't say enough good things about this place. The breakfast buffet was outstanding with great variety and Affordable luxury at its best.,positive,4,4,5,5,5
R2498,City Center Hotel,2024-09-15,MR,Couple,5,One of the best hotels I've stayed at. Service was impeccable from check-in to checkout. Highly recommend!,positive,5,4,4,4,5
R2499,City Center Hotel,2025-02-06,VN,Solo,3,"Mixed feelings about this hotel. Best hotel breakfast I've ever had. Unfortunately, the neighborhood felt unsafe at night.",mixed,4,3,4,2,3
R2500,City Center Hotel,2025-08-21,CA,Family,2,Terrible experience. much cheaper options with better quality nearby. room service took over an hour. Never again.,negative,3,2,2,2,2
R2501,City Center Hotel,2024-06-11,AT,Leisure,2,Save your money and go elsewhere. noisy area with construction nearby. staff was rude at the front desk.,negative,1,1,1,2,2
R2502,Grand Resort Hotel,2024-01-26,GR,Business,4,"Everything was perfect - Housekeeping did an amazing job, Best deal we found in the area. 10/10.",positive,4,4,4,5,5
R2503,City Center Hotel,2024-12-07,BE,Leisure,4,Perfect hotel for our vacation. Restaurant food was absolutely delicious and The concierge gave amazing restaurant recommendations.,positive,5,5,4,5,4
R2504,Grand Resort Hotel,2024-04-18,AG,Couple,4,Can't say enough good things about this place. Room service was fast and the food was excellent and Beautiful surroundings with ocean view.,positive,5,5,4,4,5
R2505,City Center Hotel,2024-08-11,CU,Leisure,2,Terrible experience. not worth the price at all. food quality was poor for a hotel at this price. Never again.,negative,1,2,2,2,1
R2506,Grand Resort Hotel,2024-10-15,CA,Leisure,2,Terrible experience. the minibar prices were outrageous. staff was unresponsive to our requests. Never again.,negative,1,1,2,1,1
R2507,City Center Hotel,2024-12-05,LI,Solo,2,"Would not recommend. no one seemed to care about guest satisfaction. For the price we paid, unacceptable.",negative,1,2,1,1,2
R2508,Grand Resort Hotel,2025-07-17,FM,Business,4,"Nice hotel with some issues. Housekeeping did an amazing job, however location was far from the city center.",mixed,4,4,4,2,4
R2509,City Center Hotel,2024-10-08,RS,Solo,2,"Would not recommend. the lobby area was dirty. For the price we paid, unacceptable.",negative,2,2,3,2,1
R2510,City Center Hotel,2024-09-19,NZ,Leisure,5,A truly memorable stay. Room service was fast and the food was excellent. We'll be back for sure!,positive,5,4,4,5,4
R2511,City Center Hotel,2024-10-29,GR,Leisure,5,One of the best hotels I've stayed at. Staff remembered our names which was a nice touch. Highly recommend!,positive,5,5,5,4,4
R2512,Grand Resort Hotel,2024-03-21,DO,Family,1,"Would not recommend. the restaurant food was overpriced and bland. For the price we paid, unacceptable.",negative,2,3,2,1,2
R2513,City Center Hotel,2025-09-15,BT,Solo,4,Fantastic experience from start to finish. Great location near public transport.,positive,5,5,4,5,4
R2514,Grand Resort Hotel,2024-10-14,ET,Business,5,Exceeded our expectations in every way. The location was outstanding.,positive,5,5,4,5,4
R2515,Grand Resort Hotel,2024-10-26,RS,Family,4,Absolutely wonderful stay! The location was exceptional and the food exceeded all expectations.,positive,5,4,4,4,4
R2516,Grand Resort Hotel,2024-08-20,MN,Leisure,4,"Overall a good stay, but no one seemed to care about guest satisfaction. On the positive side, Room service was fast and the food was excellent.",mixed,4,2,5,4,4
R2517,Grand Resort Hotel,2024-09-21,SO,Solo,5,Fantastic experience from start to finish. Reception team went above and beyond.,positive,4,5,4,4,4
R2518,City Center Hotel,2024-12-18,AF,Leisure,4,"Everything was perfect - Great price for what you get, Best hotel breakfast I've ever had. 10/10.",positive,4,4,4,5,5
R2519,Grand Resort Hotel,2025-10-14,FM,Leisure,5,A truly memorable stay. Impeccable cleanliness throughout. We'll be back for sure!,positive,4,5,4,5,4
R2520,Grand Resort Hotel,2024-08-15,BF,Solo,5,Absolutely wonderful stay! The value was exceptional and the location exceeded all expectations.,positive,4,5,4,4,5
R2521,City Center Hotel,2025-04-13,IL,Family,5,One of the best hotels I've stayed at. Best deal we found in the area. Highly recommend!,positive,4,5,5,5,5
R2522,Grand Resort Hotel,2025-12-14,BD,Family,4,"Nice hotel with some issues. Great price for what you get, however the reception seemed overwhelmed and disorganized.",mixed,4,2,4,3,4
R2523,Grand Resort Hotel,2025-09-30,CG,Couple,5,We had an amazing time. The bathroom was sparkling clean. Will definitely come back!,positive,5,4,4,4,5
R2524,Grand Resort Hotel,2025-10-21,BE,Family,5,One of the best hotels I've stayed at. Staff remembered our names which was a nice touch. Highly recommend!,positive,4,5,5,5,5
R2525,Grand Resort Hotel,2024-11-28,KI,Leisure,3,"Nice hotel with some issues. The location is unbeatable - right in the center, however way overpriced for what you get.",mixed,3,3,3,5,1
R2526,City Center Hotel,2024-06-25,BO,Couple,5,Best hotel experience we've had in years. Best hotel breakfast I've ever had.,positive,4,4,4,5,4
R2527,City Center Hotel,2025-07-11,IN,Leisure,5,We had an amazing time. Affordable luxury at its best. Will definitely come back!,positive,5,4,5,5,4
R2528,Grand Resort Hotel,2024-07-18,LS,Leisure,3,"Overall a good stay, but the breakfast buffet ran out of items early. On the positive side, The location is unbeatable - right in the center.",mixed,4,3,1,5,4
R2529,City Center Hotel,2024-07-21,FM,Couple,5,Absolutely wonderful stay! The cleanliness was exceptional and the food exceeded all expectations.,positive,5,5,4,4,4
R2530,Grand Resort Hotel,2024-10-18,VA,Family,4,"Overall a good stay, but no one seemed to care about guest satisfaction. On the positive side, The chef prepared an incredible dinner.",mixed,3,1,5,3,3
R2531,Grand Resort Hotel,2025-01-09,MU,Business,5,Fantastic experience from start to finish. Housekeeping did an amazing job.,positive,4,5,5,4,5
R2532,City Center Hotel,2025-10-11,IR,Family,4,Absolutely wonderful stay! The cleanliness was exceptional and the value exceeded all expectations.,positive,5,5,5,5,4
R2533,City Center Hotel,2024-05-03,MC,Family,5,Can't say enough good things about this place. The bathroom was sparkling clean and Beautiful surroundings with ocean view.,positive,5,5,5,4,4
R2534,Grand Resort Hotel,2025-02-26,DO,Couple,4,Perfect hotel for our vacation. Everything was pristine and well-maintained and Affordable luxury at its best.,positive,4,5,4,5,4
R2535,Grand Resort Hotel,2025-06-17,CU,Leisure,4,One of the best hotels I've stayed at. Ideal location for both business and leisure. Highly recommend!,positive,5,5,5,5,5
R2536,City Center Hotel,2024-07-10,TV,Leisure,1,Not worth the money. staff was rude at the front desk and the neighborhood felt unsafe at night.,negative,3,2,2,1,2
R2537,City Center Hotel,2024-06-13,PK,Family,5,Exceeded our expectations in every way. The location was outstanding.,positive,4,5,5,5,4
R2538,Grand Resort Hotel,2025-01-25,CL,Family,4,"Mixed feelings about this hotel. Everything was pristine and well-maintained. Unfortunately, the neighborhood felt unsafe at night.",mixed,4,4,4,1,3
R2539,Grand Resort Hotel,2024-07-29,CN,Solo,5,Absolutely wonderful stay! The food was exceptional and the cleanliness exceeded all expectations.,positive,5,5,4,4,5
R2540,City Center Hotel,2025-04-19,LB,Leisure,5,One of the best hotels I've stayed at. Service was impeccable from check-in to checkout. Highly recommend!,positive,5,4,4,4,4
R2541,Grand Resort Hotel,2024-02-13,CY,Couple,2,Very disappointing stay. the minibar prices were outrageous and housekeeping missed our room twice.,negative,1,3,1,1,1
R2542,Grand Resort Hotel,2025-03-30,GB,Family,1,Hugely disappointed. waited 20 minutes for someone to help us. Will be filing a complaint.,negative,2,1,2,3,1
R2543,Grand Resort Hotel,2024-12-05,TV,Leisure,4,Best hotel experience we've had in years. Excellent value for money.,positive,4,5,4,4,5
R2544,City Center Hotel,2025-04-09,NG,Leisure,5,Exceeded our expectations in every way. The value was outstanding.,positive,5,4,5,5,5
R2545,Grand Resort Hotel,2025-11-10,DZ,Leisure,1,Below expectations. staff was rude at the front desk. Staff seemed disinterested.,negative,3,1,2,3,3
R2546,Grand Resort Hotel,2024-05-09,PE,Solo,2,Below expectations. the carpets looked stained and old. Staff seemed unhelpful.,negative,2,1,2,2,2
R2547,City Center Hotel,2025-05-27,SV,Business,4,Exceeded our expectations in every way. The staff was outstanding.,positive,4,5,4,4,4
R2548,City Center Hotel,2025-09-30,CM,Leisure,3,"The hotel has potential. The location is unbeatable - right in the center, yet the reception seemed overwhelmed and disorganized.",mixed,3,1,3,5,4
R2549,City Center Hotel,2024-02-14,SK,Couple,3,"Overall a good stay, but staff was rude at the front desk. On the positive side, Worth every penny spent.",mixed,3,2,4,4,5
R2550,Grand Resort Hotel,2025-06-03,SM,Leisure,5,"Everything was perfect - Everything was pristine and well-maintained, Affordable luxury at its best. 10/10.",positive,5,5,5,4,5
R2551,City Center Hotel,2025-05-11,GY,Couple,3,Decent stay. Ideal location for both business and leisure but the reception seemed overwhelmed and disorganized. Room for improvement.,mixed,3,1,3,4,3
R2552,City Center Hotel,2024-06-13,TR,Solo,5,Best hotel experience we've had in years. Worth every penny spent.,positive,4,4,5,4,4
R2553,City Center Hotel,2025-12-10,QA,Couple,5,Can't say enough good things about this place. The breakfast buffet was outstanding with great variety and Great price for what you get.,positive,5,4,4,4,4
R2554,City Center Hotel,2025-03-28,HR,Couple,4,Can't say enough good things about this place. Impeccable cleanliness throughout and Excellent value for money.,positive,4,4,5,5,5
R2555,Grand Resort Hotel,2025-06-18,RW,Solo,3,Good but not great. Excellent value for money. The downside was food quality was poor for a hotel at this price.,mixed,4,4,2,4,4
R2556,City Center Hotel,2025-05-04,IT,Business,4,"Everything was perfect - Affordable luxury at its best, The location is unbeatable - right in the center. 10/10.",positive,4,5,5,4,4
R2557,City Center Hotel,2024-10-23,LI,Business,1,Hugely disappointed. much cheaper options with better quality nearby. Will be filing a complaint.,negative,2,2,2,2,2
R2558,City Center Hotel,2025-05-08,ES,Business,5,Best hotel experience we've had in years. The rooms were spotlessly clean.,positive,4,5,4,5,5
R2559,City Center Hotel,2024-12-15,RO,Business,2,"Would not recommend. very far from public transportation. For the price we paid, unacceptable.",negative,2,1,2,1,2
R2560,City Center Hotel,2024-09-18,GR,Leisure,4,Good but not great. Ideal location for both business and leisure. The downside was room service took over an hour.,mixed,3,4,2,5,4
R2561,City Center Hotel,2025-10-22,BW,Business,2,Very disappointing stay. no one seemed to care about guest satisfaction and room service took over an hour.,negative,3,2,1,2,2
R2562,City Center Hotel,2024-12-11,IN,Solo,4,"Fantastic experience from start to finish. Perfect location, walking distance to everything.",positive,4,4,4,4,4
R2563,City Center Hotel,2024-01-26,KE,Solo,5,One of the best hotels I've stayed at. The staff was incredibly friendly and helpful. Highly recommend!,positive,4,5,4,5,4
R2564,City Center Hotel,2024-03-21,LC,Leisure,5,Can't say enough good things about this place. Great location near public transport and Best hotel breakfast I've ever had.,positive,4,4,4,5,5
R2565,Grand Resort Hotel,2025-03-03,BS,Leisure,4,Perfect hotel for our vacation. Service was impeccable from check-in to checkout and Housekeeping did an amazing job.,positive,4,5,4,5,5
R2566,Grand Resort Hotel,2025-07-29,MH,Solo,5,Exceeded our expectations in every way. The value was outstanding.,positive,5,4,5,4,5
R2567,City Center Hotel,2025-04-06,TH,Family,5,Fantastic experience from start to finish. Excellent value for money.,positive,4,4,4,5,5
R2568,Grand Resort Hotel,2024-07-19,HN,Business,2,Worst hotel experience in a long time. staff was unresponsive to our requests.,negative,1,2,1,1,1
R2569,City Center Hotel,2024-06-24,KM,Leisure,5,Best hotel experience we've had in years. The chef prepared an incredible dinner.,positive,4,4,4,5,5
R2570,City Center Hotel,2024-05-17,KH,Business,3,The location was great but the restaurant food was overpriced and bland. Would still recommend.,mixed,3,3,2,5,3
R2571,City Center Hotel,2024-01-10,LK,Business,4,A truly memorable stay. The location is unbeatable - right in the center. We'll be back for sure!,positive,4,4,4,5,4
R2572,Grand Resort Hotel,2024-04-29,GA,Solo,4,The cleanliness was great but staff was unresponsive to our requests. Would still recommend.,mixed,4,2,3,4,4
R2573,City Center Hotel,2025-12-21,MD,Leisure,4,"Mixed feelings about this hotel. Great location near public transport. Unfortunately, the carpets looked stained and old.",mixed,2,4,4,5,4
R2574,City Center Hotel,2025-03-29,BO,Couple,4,Exceeded our expectations in every way. The staff was outstanding.,positive,4,5,4,5,5
R2575,City Center Hotel,2024-05-05,BO,Business,4,Exceeded our expectations in every way. The food was outstanding.,positive,5,4,5,5,5
R2576,Grand Resort Hotel,2024-05-17,SA,Leisure,4,The cleanliness was great but food quality was poor for a hotel at this price. Would still recommend.,mixed,4,3,1,3,4
R2577,City Center Hotel,2024-08-24,BH,Family,4,Exceeded our expectations in every way. The food was outstanding.,positive,4,5,4,5,5
R2578,Grand Resort Hotel,2024-05-06,GH,Family,5,Perfect hotel for our vacation. Ideal location for both business and leisure and Restaurant food was absolutely delicious.,positive,4,5,5,5,5
R2579,City Center Hotel,2025-03-27,AL,Solo,4,A solid 3-star experience. Service was impeccable from check-in to checkout but much cheaper options with better quality nearby.,mixed,3,4,3,4,1
R2580,City Center Hotel,2025-07-31,SV,Business,1,Hugely disappointed. the breakfast buffet ran out of items early. Will be filing a complaint.,negative,3,2,2,2,1
R2581,City Center Hotel,2024-05-04,GM,Couple,3,Good but not great. Staff remembered our names which was a nice touch. The downside was not worth the price at all.,mixed,3,4,3,4,1
R2582,Grand Resort Hotel,2024-06-28,PT,Solo,2,Below expectations. the restaurant food was overpriced and bland. Staff seemed indifferent.,negative,2,1,1,1,1
R2583,City Center Hotel,2025-09-20,MV,Business,2,Very disappointing stay. the minibar prices were outrageous and staff was rude at the front desk.,negative,1,1,3,2,2
R2584,Grand Resort Hotel,2025-12-18,ET,Family,4,"The hotel has potential. Best deal we found in the area, yet the carpets looked stained and old.",mixed,2,4,4,4,5
R2585,City Center Hotel,2024-01-15,RU,Leisure,2,Not worth the money. breakfast was mediocre and limited options and the neighborhood felt unsafe at night.,negative,1,2,1,1,1
R2586,City Center Hotel,2025-12-14,CA,Solo,1,Worst hotel experience in a long time. the restaurant food was overpriced and bland.,negative,3,1,2,2,3
R2587,City Center Hotel,2024-05-26,LV,Couple,4,Decent stay. The location is unbeatable - right in the center but the reception seemed overwhelmed and disorganized. Room for improvement.,mixed,3,2,4,4,4
R2588,City Center Hotel,2025-09-24,GE,Couple,4,"Fantastic experience from start to finish. Perfect location, walking distance to everything.",positive,4,5,4,5,5
R2589,Grand Resort Hotel,2025-04-07,UA,Couple,1,Below expectations. the reception seemed overwhelmed and disorganized. Staff seemed disinterested.,negative,2,1,1,1,1
R2590,City Center Hotel,2025-10-28,PS,Family,5,Fantastic experience from start to finish. Staff remembered our names which was a nice touch.,positive,5,5,4,5,5
R2591,Grand Resort Hotel,2024-07-12,SM,Solo,5,Exceeded our expectations in every way. The value was outstanding.,positive,4,4,4,5,5
R2592,Grand Resort Hotel,2025-09-23,SG,Couple,2,Not worth the money. the neighborhood felt unsafe at night and the room was not clean when we arrived.,negative,1,2,1,1,3
R2593,City Center Hotel,2025-07-12,KW,Business,5,Best hotel experience we've had in years. Staff remembered our names which was a nice touch.,positive,4,5,4,5,4
R2594,Grand Resort Hotel,2024-06-28,PS,Leisure,4,"Everything was perfect - The rooms were spotlessly clean, Restaurant food was absolutely delicious. 10/10.",positive,5,4,4,5,4
R2595,City Center Hotel,2025-12-29,KR,Business,5,Absolutely wonderful stay! The food was exceptional and the cleanliness exceeded all expectations.,positive,5,4,4,4,4
R2596,City Center Hotel,2024-09-13,KN,Business,2,Hugely disappointed. the restaurant food was overpriced and bland. Will be filing a complaint.,negative,2,1,1,2,1
R2597,City Center Hotel,2024-05-17,PH,Business,5,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,4,5,4,4,4
R2598,Grand Resort Hotel,2025-11-23,TD,Business,4,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,5,4,5,4,5
R2599,City Center Hotel,2024-05-22,DE,Couple,2,Below expectations. the minibar prices were outrageous. Staff seemed unhelpful.,negative,1,1,2,3,2
R2600,City Center Hotel,2024-11-13,SD,Family,5,Exceeded our expectations in every way. The staff was outstanding.,positive,5,4,5,5,4
R2601,City Center Hotel,2025-04-15,CD,Business,4,A solid 3-star experience. Housekeeping did an amazing job but very far from public transportation.,mixed,5,4,3,1,3
R2602,City Center Hotel,2024-02-11,CO,Family,5,A truly memorable stay. Worth every penny spent. We'll be back for sure!,positive,5,4,4,4,4
R2603,City Center Hotel,2025-12-07,GN,Leisure,5,Absolutely wonderful stay! The staff was exceptional and the food exceeded all expectations.,positive,5,5,4,5,5
R2604,Grand Resort Hotel,2024-11-20,MM,Leisure,5,A truly memorable stay. Affordable luxury at its best. We'll be back for sure!,positive,4,4,5,4,4
R2605,Grand Resort Hotel,2024-04-27,MV,Couple,5,"Everything was perfect - Restaurant food was absolutely delicious, The staff was incredibly friendly and helpful. 10/10.",positive,4,5,5,5,5
R2606,Grand Resort Hotel,2025-12-17,PG,Solo,3,"Overall a good stay, but difficult to find parking near the hotel. On the positive side, The breakfast buffet was outstanding with great variety.",mixed,3,3,5,2,4
R2607,City Center Hotel,2025-01-27,VN,Leisure,5,Perfect hotel for our vacation. The bathroom was sparkling clean and Beautiful surroundings with ocean view.,positive,5,4,5,5,5
R2608,City Center Hotel,2024-08-08,SG,Leisure,2,Below expectations. the restaurant food was overpriced and bland. Staff seemed disinterested.,negative,2,3,2,1,3
R2609,City Center Hotel,2025-04-06,FR,Business,4,"Mixed feelings about this hotel. Excellent value for money. Unfortunately, the lobby area was dirty.",mixed,1,3,3,4,5
R2610,City Center Hotel,2025-12-01,MZ,Business,5,"Everything was perfect - Excellent value for money, Everything was pristine and well-maintained. 10/10.",positive,5,5,5,5,5
R2611,City Center Hotel,2025-12-24,ET,Couple,5,We had an amazing time. Best deal we found in the area. Will definitely come back!,positive,5,5,4,4,5
R2612,City Center Hotel,2024-02-18,BJ,Family,5,Can't say enough good things about this place. Excellent value for money and The location is unbeatable - right in the center.,positive,5,4,4,4,5
R2613,City Center Hotel,2024-02-03,IT,Couple,5,We had an amazing time. Beautiful surroundings with ocean view. Will definitely come back!,positive,4,4,4,5,4
R2614,City Center Hotel,2025-11-21,NO,Family,2,Hugely disappointed. the reception seemed overwhelmed and disorganized. Will be filing a complaint.,negative,2,2,2,2,2
R2615,Grand Resort Hotel,2025-03-25,DM,Business,2,Save your money and go elsewhere. housekeeping missed our room twice. room service took over an hour.,negative,2,1,2,2,1
R2616,Grand Resort Hotel,2024-01-04,LA,Family,5,A truly memorable stay. Excellent value for money. We'll be back for sure!,positive,5,4,5,4,5
R2617,City Center Hotel,2025-04-15,KP,Couple,4,Can't say enough good things about this place. Room service was fast and the food was excellent and Great price for what you get.,positive,4,5,4,4,5
R2618,Grand Resort Hotel,2025-02-23,TR,Couple,4,One of the best hotels I've stayed at. Great location near public transport. Highly recommend!,positive,5,5,4,5,4
R2619,Grand Resort Hotel,2025-03-22,KH,Leisure,5,"Everything was perfect - Beautiful surroundings with ocean view, The staff was incredibly friendly and helpful. 10/10.",positive,5,4,5,5,5
R2620,Grand Resort Hotel,2024-07-21,CA,Leisure,3,"The hotel has potential. Best hotel breakfast I've ever had, yet waited 20 minutes for someone to help us.",mixed,4,1,5,3,4
R2621,City Center Hotel,2025-09-05,CY,Leisure,3,"Overall a good stay, but staff was unresponsive to our requests. On the positive side, Housekeeping did an amazing job.",mixed,5,1,3,3,3
R2622,Grand Resort Hotel,2024-02-19,PL,Leisure,2,Terrible experience. the neighborhood felt unsafe at night. way overpriced for what you get. Never again.,negative,2,2,3,2,2
R2623,City Center Hotel,2025-02-11,CD,Solo,1,Not worth the money. the breakfast buffet ran out of items early and the lobby area was dirty.,negative,1,3,1,1,1
R2624,City Center Hotel,2025-11-04,CH,Solo,1,Worst hotel experience in a long time. the restaurant food was overpriced and bland.,negative,1,2,2,2,1
R2625,Grand Resort Hotel,2024-07-24,CG,Leisure,5,We had an amazing time. Best deal we found in the area. Will definitely come back!,positive,4,5,4,4,5
R2626,Grand Resort Hotel,2025-12-13,GY,Couple,5,"Everything was perfect - The breakfast buffet was outstanding with great variety, Reception team went above and beyond. 10/10.",positive,4,4,4,5,5
R2627,City Center Hotel,2025-05-31,AM,Family,5,Fantastic experience from start to finish. Staff remembered our names which was a nice touch.,positive,4,4,4,5,5
R2628,Grand Resort Hotel,2024-04-09,PK,Business,5,We had an amazing time. The location is unbeatable - right in the center. Will definitely come back!,positive,4,5,4,4,5
R2629,Grand Resort Hotel,2025-06-18,ER,Leisure,5,Best hotel experience we've had in years. Worth every penny spent.,positive,4,4,5,5,4
R2630,Grand Resort Hotel,2025-07-23,IQ,Business,3,"Mixed feelings about this hotel. Excellent value for money. Unfortunately, no one seemed to care about guest satisfaction.",mixed,3,2,4,4,4
R2631,City Center Hotel,2024-03-12,AT,Leisure,1,Hugely disappointed. the neighborhood felt unsafe at night. Will be filing a complaint.,negative,1,1,3,1,3
R2632,City Center Hotel,2024-07-03,PY,Leisure,4,Decent stay. The concierge gave amazing restaurant recommendations but not worth the price at all. Room for improvement.,mixed,3,4,3,3,1
R2633,City Center Hotel,2025-01-24,HR,Couple,4,"The hotel has potential. The staff was incredibly friendly and helpful, yet hidden charges everywhere.",mixed,4,5,3,3,2
R2634,City Center Hotel,2024-07-21,SM,Family,1,Worst hotel experience in a long time. staff was rude at the front desk.,negative,1,1,3,2,3
